funnel_id,user_id,step,step_order,completed,timestamp,signup_month
478,159,onboard,3,1,2024-05-19 18:00:00,2024-05
479,159,activate,4,0,2024-05-20 00:00:00,2024-05
480,160,visit,1,1,2024-06-01 00:00:00,2024-06
481,160,signup,2,0,2024-06-01 07:00:00,2024-06
482,161,visit,1,1,2024-03-23 00:00:00,2024-03
483,161,signup,2,0,2024-03-23 02:00:00,2024-03
484,162,visit,1,1,2024-06-09 00:00:00,2024-06
485,162,signup,2,0,2024-06-10 19:00:00,2024-06
486,163,visit,1,1,2024-05-25 00:00:00,2024-05
487,163,signup,2,0,2024-05-26 10:00:00,2024-05
488,164,visit,1,1,2024-05-13 00:00:00,2024-05
489,164,signup,2,1,2024-05-13 06:00:00,2024-05
490,164,onboard,3,1,2024-05-15 22:00:00,2024-05
491,164,activate,4,1,2024-05-18 03:00:00,2024-05
492,164,purchase,5,1,2024-05-14 12:00:00,2024-05
493,165,visit,1,1,2024-04-05 00:00:00,2024-04
494,165,signup,2,1,2024-04-06 15:00:00,2024-04
495,165,onboard,3,1,2024-04-07 08:00:00,2024-04
496,165,activate,4,1,2024-04-09 03:00:00,2024-04
497,165,purchase,5,1,2024-04-09 04:00:00,2024-04
498,166,visit,1,1,2024-04-27 00:00:00,2024-04
499,166,signup,2,1,2024-04-27 05:00:00,2024-04
500,166,onboard,3,1,2024-04-27 12:00:00,2024-04
501,166,activate,4,1,2024-05-02 03:00:00,2024-04
502,166,purchase,5,1,2024-05-03 16:00:00,2024-04
503,167,visit,1,1,2024-04-24 00:00:00,2024-04
504,167,signup,2,0,2024-04-24 08:00:00,2024-04
505,168,visit,1,1,2024-04-21 00:00:00,2024-04
506,168,signup,2,1,2024-04-22 18:00:00,2024-04
507,168,onboard,3,1,2024-04-22 22:00:00,2024-04
508,168,activate,4,1,2024-04-21 12:00:00,2024-04
509,168,purchase,5,1,2024-04-23 16:00:00,2024-04
510,169,visit,1,1,2024-06-26 00:00:00,2024-06
511,169,signup,2,1,2024-06-26 04:00:00,2024-06
512,169,onboard,3,1,2024-06-29 14:00:00,2024-06
513,169,activate,4,1,2024-06-30 00:00:00,2024-06
514,169,purchase,5,1,2024-06-26 20:00:00,2024-06
515,170,visit,1,1,2024-01-18 00:00:00,2024-01
516,170,signup,2,0,2024-01-18 22:00:00,2024-01
517,171,visit,1,1,2024-06-15 00:00:00,2024-06
518,171,signup,2,1,2024-06-16 18:00:00,2024-06
519,171,onboard,3,1,2024-06-16 16:00:00,2024-06
520,171,activate,4,0,2024-06-15 03:00:00,2024-06
521,172,visit,1,1,2024-06-06 00:00:00,2024-06
522,172,signup,2,1,2024-06-07 23:00:00,2024-06
523,172,onboard,3,0,2024-06-09 20:00:00,2024-06
524,173,visit,1,1,2024-03-03 00:00:00,2024-03
525,173,signup,2,0,2024-03-04 16:00:00,2024-03
526,174,visit,1,1,2024-05-07 00:00:00,2024-05
527,174,signup,2,0,2024-05-07 23:00:00,2024-05
528,175,visit,1,1,2024-03-11 00:00:00,2024-03
529,175,signup,2,1,2024-03-12 13:00:00,2024-03
530,175,onboard,3,0,2024-03-14 06:00:00,2024-03
531,176,visit,1,1,2024-02-09 00:00:00,2024-02
532,176,signup,2,1,2024-02-09 07:00:00,2024-02
533,176,onboard,3,1,2024-02-12 10:00:00,2024-02
534,176,activate,4,0,2024-02-11 18:00:00,2024-02
535,177,visit,1,1,2024-01-24 00:00:00,2024-01
536,177,signup,2,0,2024-01-25 02:00:00,2024-01
537,178,visit,1,1,2024-03-01 00:00:00,2024-03
538,178,signup,2,0,2024-03-01 19:00:00,2024-03
539,179,visit,1,1,2024-03-30 00:00:00,2024-03
540,179,signup,2,1,2024-03-31 23:00:00,2024-03
541,179,onboard,3,1,2024-03-30 20:00:00,2024-03
542,179,activate,4,0,2024-03-31 03:00:00,2024-03
543,180,visit,1,1,2024-04-08 00:00:00,2024-04
544,180,signup,2,1,2024-04-08 02:00:00,2024-04
545,180,onboard,3,1,2024-04-08 02:00:00,2024-04
546,180,activate,4,1,2024-04-13 09:00:00,2024-04
547,180,purchase,5,1,2024-04-11 04:00:00,2024-04
548,181,visit,1,1,2024-02-17 00:00:00,2024-02
549,181,signup,2,0,2024-02-17 08:00:00,2024-02
550,182,visit,1,1,2024-04-08 00:00:00,2024-04
551,182,signup,2,0,2024-04-09 01:00:00,2024-04
552,183,visit,1,1,2024-03-06 00:00:00,2024-03
553,183,signup,2,0,2024-03-06 17:00:00,2024-03
554,184,visit,1,1,2024-05-20 00:00:00,2024-05
555,184,signup,2,0,2024-05-20 07:00:00,2024-05
556,185,visit,1,1,2024-06-17 00:00:00,2024-06
557,185,signup,2,0,2024-06-18 03:00:00,2024-06
558,186,visit,1,1,2024-05-28 00:00:00,2024-05
559,186,signup,2,1,2024-05-28 18:00:00,2024-05
560,186,onboard,3,0,2024-05-28 14:00:00,2024-05
561,187,visit,1,1,2024-05-15 00:00:00,2024-05
562,187,signup,2,1,2024-05-16 07:00:00,2024-05
563,187,onboard,3,1,2024-05-16 02:00:00,2024-05
564,187,activate,4,1,2024-05-16 00:00:00,2024-05
565,187,purchase,5,1,2024-05-22 04:00:00,2024-05
566,188,visit,1,1,2024-01-09 00:00:00,2024-01
567,188,signup,2,1,2024-01-09 10:00:00,2024-01
568,188,onboard,3,1,2024-01-12 00:00:00,2024-01
569,188,activate,4,1,2024-01-09 03:00:00,2024-01
570,188,purchase,5,1,2024-01-14 04:00:00,2024-01
571,189,visit,1,1,2024-03-15 00:00:00,2024-03
572,189,signup,2,0,2024-03-15 23:00:00,2024-03
573,190,visit,1,1,2024-04-06 00:00:00,2024-04
574,190,signup,2,0,2024-04-06 03:00:00,2024-04
575,191,visit,1,1,2024-06-17 00:00:00,2024-06
576,191,signup,2,1,2024-06-18 12:00:00,2024-06
577,191,onboard,3,1,2024-06-20 06:00:00,2024-06
578,191,activate,4,0,2024-06-18 21:00:00,2024-06
579,192,visit,1,1,2024-01-03 00:00:00,2024-01
580,192,signup,2,0,2024-01-03 16:00:00,2024-01
581,193,visit,1,1,2024-01-15 00:00:00,2024-01
582,193,signup,2,0,2024-01-15 21:00:00,2024-01
583,194,visit,1,1,2024-05-06 00:00:00,2024-05
584,194,signup,2,0,2024-05-06 11:00:00,2024-05
585,195,visit,1,1,2024-03-14 00:00:00,2024-03
586,195,signup,2,0,2024-03-14 01:00:00,2024-03
587,196,visit,1,1,2024-06-18 00:00:00,2024-06
588,196,signup,2,1,2024-06-19 17:00:00,2024-06
589,196,onboard,3,0,2024-06-21 14:00:00,2024-06
590,197,visit,1,1,2024-02-14 00:00:00,2024-02
591,197,signup,2,0,2024-02-14 03:00:00,2024-02
592,198,visit,1,1,2024-03-27 00:00:00,2024-03
593,198,signup,2,0,2024-03-27 02:00:00,2024-03
594,199,visit,1,1,2024-06-03 00:00:00,2024-06
595,199,signup,2,1,2024-06-03 05:00:00,2024-06
596,199,onboard,3,1,2024-06-04 16:00:00,2024-06
597,199,activate,4,1,2024-06-05 09:00:00,2024-06
598,199,purchase,5,0,2024-06-10 16:00:00,2024-06
599,200,visit,1,1,2024-04-13 00:00:00,2024-04
600,200,signup,2,1,2024-04-14 16:00:00,2024-04
601,200,onboard,3,1,2024-04-13 18:00:00,2024-04
602,200,activate,4,0,2024-04-17 03:00:00,2024-04
603,201,visit,1,1,2024-01-16 00:00:00,2024-01
604,201,signup,2,0,2024-01-16 17:00:00,2024-01
605,202,visit,1,1,2024-06-26 00:00:00,2024-06
606,202,signup,2,1,2024-06-27 06:00:00,2024-06
607,202,onboard,3,1,2024-06-29 10:00:00,2024-06
608,202,activate,4,1,2024-06-26 09:00:00,2024-06
609,202,purchase,5,1,2024-06-30 00:00:00,2024-06
610,203,visit,1,1,2024-02-19 00:00:00,2024-02
611,203,signup,2,0,2024-02-19 15:00:00,2024-02
612,204,visit,1,1,2024-05-11 00:00:00,2024-05
613,204,signup,2,0,2024-05-12 08:00:00,2024-05
614,205,visit,1,1,2024-02-28 00:00:00,2024-02
615,205,signup,2,0,2024-02-28 02:00:00,2024-02
616,206,visit,1,1,2024-02-08 00:00:00,2024-02
617,206,signup,2,0,2024-02-09 14:00:00,2024-02
618,207,visit,1,1,2024-04-21 00:00:00,2024-04
619,207,signup,2,1,2024-04-21 15:00:00,2024-04
620,207,onboard,3,0,2024-04-24 08:00:00,2024-04
621,208,visit,1,1,2024-06-10 00:00:00,2024-06
622,208,signup,2,1,2024-06-10 16:00:00,2024-06
623,208,onboard,3,0,2024-06-12 04:00:00,2024-06
624,209,visit,1,1,2024-06-25 00:00:00,2024-06
625,209,signup,2,1,2024-06-25 22:00:00,2024-06
626,209,onboard,3,1,2024-06-26 22:00:00,2024-06
627,209,activate,4,0,2024-06-28 00:00:00,2024-06
628,210,visit,1,1,2024-05-30 00:00:00,2024-05
629,210,signup,2,0,2024-05-30 02:00:00,2024-05
630,211,visit,1,1,2024-04-30 00:00:00,2024-04
631,211,signup,2,1,2024-05-02 00:00:00,2024-04
632,211,onboard,3,1,2024-05-02 06:00:00,2024-04
633,211,activate,4,1,2024-05-03 12:00:00,2024-04
634,211,purchase,5,0,2024-04-30 16:00:00,2024-04
635,212,visit,1,1,2024-05-01 00:00:00,2024-05
636,212,signup,2,0,2024-05-02 10:00:00,2024-05
637,213,visit,1,1,2024-01-07 00:00:00,2024-01
638,213,signup,2,1,2024-01-08 01:00:00,2024-01
639,213,onboard,3,1,2024-01-07 08:00:00,2024-01
640,213,activate,4,1,2024-01-10 09:00:00,2024-01
641,213,purchase,5,1,2024-01-09 12:00:00,2024-01
642,214,visit,1,1,2024-03-04 00:00:00,2024-03
643,214,signup,2,1,2024-03-04 03:00:00,2024-03
644,214,onboard,3,1,2024-03-05 18:00:00,2024-03
645,214,activate,4,1,2024-03-07 09:00:00,2024-03
646,214,purchase,5,1,2024-03-06 12:00:00,2024-03
647,215,visit,1,1,2024-06-19 00:00:00,2024-06
648,215,signup,2,1,2024-06-20 14:00:00,2024-06
649,215,onboard,3,0,2024-06-19 08:00:00,2024-06
650,216,visit,1,1,2024-02-19 00:00:00,2024-02
651,216,signup,2,0,2024-02-20 09:00:00,2024-02
652,217,visit,1,1,2024-05-24 00:00:00,2024-05
653,217,signup,2,0,2024-05-25 16:00:00,2024-05
654,218,visit,1,1,2024-01-28 00:00:00,2024-01
655,218,signup,2,0,2024-01-29 02:00:00,2024-01
656,219,visit,1,1,2024-06-13 00:00:00,2024-06
657,219,signup,2,0,2024-06-14 08:00:00,2024-06
658,220,visit,1,1,2024-02-21 00:00:00,2024-02
659,220,signup,2,1,2024-02-21 01:00:00,2024-02
660,220,onboard,3,1,2024-02-24 16:00:00,2024-02
661,220,activate,4,1,2024-02-27 00:00:00,2024-02
662,220,purchase,5,1,2024-02-23 20:00:00,2024-02
663,221,visit,1,1,2024-04-23 00:00:00,2024-04
664,221,signup,2,0,2024-04-23 03:00:00,2024-04
665,222,visit,1,1,2024-04-01 00:00:00,2024-04
666,222,signup,2,0,2024-04-01 20:00:00,2024-04
667,223,visit,1,1,2024-02-12 00:00:00,2024-02
668,223,signup,2,1,2024-02-13 02:00:00,2024-02
669,223,onboard,3,1,2024-02-13 18:00:00,2024-02
670,223,activate,4,1,2024-02-14 15:00:00,2024-02
671,223,purchase,5,1,2024-02-18 08:00:00,2024-02
672,224,visit,1,1,2024-05-06 00:00:00,2024-05
673,224,signup,2,1,2024-05-07 08:00:00,2024-05
674,224,onboard,3,1,2024-05-08 02:00:00,2024-05
675,224,activate,4,1,2024-05-08 06:00:00,2024-05
676,224,purchase,5,1,2024-05-10 20:00:00,2024-05
677,225,visit,1,1,2024-04-05 00:00:00,2024-04
678,225,signup,2,1,2024-04-05 10:00:00,2024-04
679,225,onboard,3,1,2024-04-06 20:00:00,2024-04
680,225,activate,4,0,2024-04-07 09:00:00,2024-04
681,226,visit,1,1,2024-03-29 00:00:00,2024-03
682,226,signup,2,0,2024-03-29 21:00:00,2024-03
683,227,visit,1,1,2024-03-22 00:00:00,2024-03
684,227,signup,2,0,2024-03-22 15:00:00,2024-03
685,228,visit,1,1,2024-06-10 00:00:00,2024-06
686,228,signup,2,0,2024-06-10 09:00:00,2024-06
687,229,visit,1,1,2024-05-14 00:00:00,2024-05
688,229,signup,2,1,2024-05-15 21:00:00,2024-05
689,229,onboard,3,1,2024-05-14 12:00:00,2024-05
690,229,activate,4,1,2024-05-14 21:00:00,2024-05
691,229,purchase,5,1,2024-05-15 20:00:00,2024-05
692,230,visit,1,1,2024-01-20 00:00:00,2024-01
693,230,signup,2,1,2024-01-20 06:00:00,2024-01
694,230,onboard,3,1,2024-01-22 22:00:00,2024-01
695,230,activate,4,0,2024-01-21 12:00:00,2024-01
696,231,visit,1,1,2024-01-12 00:00:00,2024-01
697,231,signup,2,0,2024-01-13 14:00:00,2024-01
698,232,visit,1,1,2024-01-18 00:00:00,2024-01
699,232,signup,2,1,2024-01-18 14:00:00,2024-01
700,232,onboard,3,1,2024-01-18 02:00:00,2024-01
701,232,activate,4,1,2024-01-19 03:00:00,2024-01
702,232,purchase,5,0,2024-01-18 12:00:00,2024-01
703,233,visit,1,1,2024-01-10 00:00:00,2024-01
704,233,signup,2,0,2024-01-11 14:00:00,2024-01
705,234,visit,1,1,2024-02-09 00:00:00,2024-02
706,234,signup,2,1,2024-02-09 23:00:00,2024-02
707,234,onboard,3,1,2024-02-09 20:00:00,2024-02
708,234,activate,4,1,2024-02-09 21:00:00,2024-02
709,234,purchase,5,0,2024-02-09 16:00:00,2024-02
710,235,visit,1,1,2024-06-06 00:00:00,2024-06
711,235,signup,2,0,2024-06-06 14:00:00,2024-06
712,236,visit,1,1,2024-01-01 00:00:00,2024-01
713,236,signup,2,0,2024-01-02 08:00:00,2024-01
714,237,visit,1,1,2024-02-18 00:00:00,2024-02
715,237,signup,2,1,2024-02-19 18:00:00,2024-02
716,237,onboard,3,1,2024-02-21 20:00:00,2024-02
717,237,activate,4,1,2024-02-20 18:00:00,2024-02
718,237,purchase,5,1,2024-02-22 04:00:00,2024-02
719,238,visit,1,1,2024-01-03 00:00:00,2024-01
720,238,signup,2,1,2024-01-04 22:00:00,2024-01
721,238,onboard,3,1,2024-01-06 18:00:00,2024-01
722,238,activate,4,1,2024-01-07 03:00:00,2024-01
723,238,purchase,5,0,2024-01-06 20:00:00,2024-01
724,239,visit,1,1,2024-02-03 00:00:00,2024-02
725,239,signup,2,1,2024-02-04 05:00:00,2024-02
726,239,onboard,3,1,2024-02-06 08:00:00,2024-02
727,239,activate,4,0,2024-02-04 06:00:00,2024-02
728,240,visit,1,1,2024-05-24 00:00:00,2024-05
729,240,signup,2,0,2024-05-24 23:00:00,2024-05
730,241,visit,1,1,2024-01-22 00:00:00,2024-01
731,241,signup,2,1,2024-01-22 15:00:00,2024-01
732,241,onboard,3,1,2024-01-24 02:00:00,2024-01
733,241,activate,4,0,2024-01-25 18:00:00,2024-01
734,242,visit,1,1,2024-02-28 00:00:00,2024-02
735,242,signup,2,0,2024-02-28 19:00:00,2024-02
736,243,visit,1,1,2024-06-13 00:00:00,2024-06
737,243,signup,2,1,2024-06-13 19:00:00,2024-06
738,243,onboard,3,0,2024-06-15 10:00:00,2024-06
739,244,visit,1,1,2024-01-15 00:00:00,2024-01
740,244,signup,2,1,2024-01-15 19:00:00,2024-01
741,244,onboard,3,0,2024-01-16 22:00:00,2024-01
742,245,visit,1,1,2024-02-23 00:00:00,2024-02
743,245,signup,2,0,2024-02-23 07:00:00,2024-02
744,246,visit,1,1,2024-04-26 00:00:00,2024-04
745,246,signup,2,0,2024-04-27 08:00:00,2024-04
746,247,visit,1,1,2024-06-03 00:00:00,2024-06
747,247,signup,2,0,2024-06-03 22:00:00,2024-06
748,248,visit,1,1,2024-05-19 00:00:00,2024-05
749,248,signup,2,0,2024-05-20 18:00:00,2024-05
750,249,visit,1,1,2024-03-06 00:00:00,2024-03
751,249,signup,2,1,2024-03-06 02:00:00,2024-03
752,249,onboard,3,0,2024-03-06 22:00:00,2024-03
753,250,visit,1,1,2024-03-23 00:00:00,2024-03
754,250,signup,2,0,2024-03-24 07:00:00,2024-03
755,251,visit,1,1,2024-01-14 00:00:00,2024-01
756,251,signup,2,0,2024-01-15 23:00:00,2024-01
757,252,visit,1,1,2024-06-06 00:00:00,2024-06
758,252,signup,2,1,2024-06-06 05:00:00,2024-06
759,252,onboard,3,1,2024-06-08 04:00:00,2024-06
760,252,activate,4,1,2024-06-10 12:00:00,2024-06
761,252,purchase,5,0,2024-06-10 20:00:00,2024-06
762,253,visit,1,1,2024-03-05 00:00:00,2024-03
763,253,signup,2,0,2024-03-06 17:00:00,2024-03
764,254,visit,1,1,2024-06-17 00:00:00,2024-06
765,254,signup,2,1,2024-06-17 10:00:00,2024-06
766,254,onboard,3,1,2024-06-19 16:00:00,2024-06
767,254,activate,4,1,2024-06-19 21:00:00,2024-06
768,254,purchase,5,0,2024-06-17 20:00:00,2024-06
769,255,visit,1,1,2024-03-09 00:00:00,2024-03
770,255,signup,2,0,2024-03-10 10:00:00,2024-03
771,256,visit,1,1,2024-02-13 00:00:00,2024-02
772,256,signup,2,0,2024-02-14 03:00:00,2024-02
773,257,visit,1,1,2024-05-28 00:00:00,2024-05
774,257,signup,2,1,2024-05-28 19:00:00,2024-05
775,257,onboard,3,0,2024-05-31 06:00:00,2024-05
776,258,visit,1,1,2024-05-29 00:00:00,2024-05
777,258,signup,2,1,2024-05-31 00:00:00,2024-05
778,258,onboard,3,1,2024-05-30 20:00:00,2024-05
779,258,activate,4,0,2024-05-31 00:00:00,2024-05
780,259,visit,1,1,2024-04-28 00:00:00,2024-04
781,259,signup,2,0,2024-04-29 21:00:00,2024-04
782,260,visit,1,1,2024-02-23 00:00:00,2024-02
783,260,signup,2,0,2024-02-23 05:00:00,2024-02
784,261,visit,1,1,2024-02-05 00:00:00,2024-02
785,261,signup,2,1,2024-02-06 15:00:00,2024-02
786,261,onboard,3,1,2024-02-07 18:00:00,2024-02
787,261,activate,4,0,2024-02-08 03:00:00,2024-02
788,262,visit,1,1,2024-05-23 00:00:00,2024-05
789,262,signup,2,0,2024-05-24 11:00:00,2024-05
790,263,visit,1,1,2024-03-14 00:00:00,2024-03
791,263,signup,2,0,2024-03-15 12:00:00,2024-03
792,264,visit,1,1,2024-05-30 00:00:00,2024-05
793,264,signup,2,0,2024-05-30 22:00:00,2024-05
794,265,visit,1,1,2024-01-31 00:00:00,2024-01
795,265,signup,2,0,2024-02-01 10:00:00,2024-01
796,266,visit,1,1,2024-05-08 00:00:00,2024-05
797,266,signup,2,1,2024-05-08 18:00:00,2024-05
798,266,onboard,3,1,2024-05-08 04:00:00,2024-05
799,266,activate,4,0,2024-05-10 21:00:00,2024-05
800,267,visit,1,1,2024-05-26 00:00:00,2024-05
801,267,signup,2,1,2024-05-26 12:00:00,2024-05
802,267,onboard,3,1,2024-05-27 06:00:00,2024-05
803,267,activate,4,0,2024-05-29 00:00:00,2024-05
804,268,visit,1,1,2024-04-04 00:00:00,2024-04
805,268,signup,2,0,2024-04-04 18:00:00,2024-04
806,269,visit,1,1,2024-01-11 00:00:00,2024-01
807,269,signup,2,1,2024-01-11 16:00:00,2024-01
808,269,onboard,3,1,2024-01-13 00:00:00,2024-01
809,269,activate,4,0,2024-01-13 15:00:00,2024-01
810,270,visit,1,1,2024-05-28 00:00:00,2024-05
811,270,signup,2,0,2024-05-29 03:00:00,2024-05
812,271,visit,1,1,2024-02-04 00:00:00,2024-02
813,271,signup,2,0,2024-02-05 14:00:00,2024-02
814,272,visit,1,1,2024-06-10 00:00:00,2024-06
815,272,signup,2,1,2024-06-11 13:00:00,2024-06
816,272,onboard,3,1,2024-06-12 00:00:00,2024-06
817,272,activate,4,0,2024-06-10 06:00:00,2024-06
818,273,visit,1,1,2024-03-25 00:00:00,2024-03
819,273,signup,2,1,2024-03-25 01:00:00,2024-03
820,273,onboard,3,0,2024-03-28 04:00:00,2024-03
821,274,visit,1,1,2024-03-24 00:00:00,2024-03
822,274,signup,2,1,2024-03-25 01:00:00,2024-03
823,274,onboard,3,1,2024-03-25 20:00:00,2024-03
824,274,activate,4,0,2024-03-25 06:00:00,2024-03
825,275,visit,1,1,2024-03-19 00:00:00,2024-03
826,275,signup,2,0,2024-03-19 09:00:00,2024-03
827,276,visit,1,1,2024-03-30 00:00:00,2024-03
828,276,signup,2,0,2024-03-30 12:00:00,2024-03
829,277,visit,1,1,2024-02-17 00:00:00,2024-02
830,277,signup,2,0,2024-02-18 21:00:00,2024-02
831,278,visit,1,1,2024-05-24 00:00:00,2024-05
832,278,signup,2,0,2024-05-24 14:00:00,2024-05
833,279,visit,1,1,2024-05-02 00:00:00,2024-05
834,279,signup,2,0,2024-05-02 05:00:00,2024-05
835,280,visit,1,1,2024-03-09 00:00:00,2024-03
836,280,signup,2,1,2024-03-10 19:00:00,2024-03
837,280,onboard,3,1,2024-03-09 02:00:00,2024-03
838,280,activate,4,1,2024-03-10 15:00:00,2024-03
839,280,purchase,5,1,2024-03-14 08:00:00,2024-03
840,281,visit,1,1,2024-01-20 00:00:00,2024-01
841,281,signup,2,0,2024-01-21 21:00:00,2024-01
842,282,visit,1,1,2024-02-04 00:00:00,2024-02
843,282,signup,2,1,2024-02-04 23:00:00,2024-02
844,282,onboard,3,0,2024-02-07 22:00:00,2024-02
845,283,visit,1,1,2024-05-27 00:00:00,2024-05
846,283,signup,2,1,2024-05-28 10:00:00,2024-05
847,283,onboard,3,1,2024-05-30 12:00:00,2024-05
848,283,activate,4,1,2024-05-27 06:00:00,2024-05
849,283,purchase,5,1,2024-06-03 00:00:00,2024-05
850,284,visit,1,1,2024-03-03 00:00:00,2024-03
851,284,signup,2,1,2024-03-04 05:00:00,2024-03
852,284,onboard,3,1,2024-03-03 20:00:00,2024-03
853,284,activate,4,0,2024-03-04 15:00:00,2024-03
854,285,visit,1,1,2024-04-01 00:00:00,2024-04
855,285,signup,2,0,2024-04-02 21:00:00,2024-04
856,286,visit,1,1,2024-03-09 00:00:00,2024-03
857,286,signup,2,0,2024-03-09 18:00:00,2024-03
858,287,visit,1,1,2024-03-12 00:00:00,2024-03
859,287,signup,2,0,2024-03-13 08:00:00,2024-03
860,288,visit,1,1,2024-04-29 00:00:00,2024-04
861,288,signup,2,1,2024-04-30 02:00:00,2024-04
862,288,onboard,3,1,2024-05-02 10:00:00,2024-04
863,288,activate,4,1,2024-04-30 03:00:00,2024-04
864,288,purchase,5,0,2024-05-04 16:00:00,2024-04
865,289,visit,1,1,2024-03-28 00:00:00,2024-03
866,289,signup,2,1,2024-03-28 09:00:00,2024-03
867,289,onboard,3,0,2024-03-28 20:00:00,2024-03
868,290,visit,1,1,2024-04-02 00:00:00,2024-04
869,290,signup,2,0,2024-04-03 23:00:00,2024-04
870,291,visit,1,1,2024-05-18 00:00:00,2024-05
871,291,signup,2,0,2024-05-18 18:00:00,2024-05
872,292,visit,1,1,2024-03-26 00:00:00,2024-03
873,292,signup,2,0,2024-03-27 11:00:00,2024-03
874,293,visit,1,1,2024-03-16 00:00:00,2024-03
875,293,signup,2,1,2024-03-17 05:00:00,2024-03
876,293,onboard,3,1,2024-03-18 02:00:00,2024-03
877,293,activate,4,1,2024-03-20 03:00:00,2024-03
878,293,purchase,5,1,2024-03-23 12:00:00,2024-03
879,294,visit,1,1,2024-01-13 00:00:00,2024-01
880,294,signup,2,0,2024-01-15 00:00:00,2024-01
881,295,visit,1,1,2024-05-20 00:00:00,2024-05
882,295,signup,2,1,2024-05-20 01:00:00,2024-05
883,295,onboard,3,0,2024-05-23 10:00:00,2024-05
884,296,visit,1,1,2024-03-05 00:00:00,2024-03
885,296,signup,2,0,2024-03-06 04:00:00,2024-03
886,297,visit,1,1,2024-05-07 00:00:00,2024-05
887,297,signup,2,1,2024-05-08 12:00:00,2024-05
888,297,onboard,3,0,2024-05-09 06:00:00,2024-05
889,298,visit,1,1,2024-03-01 00:00:00,2024-03
890,298,signup,2,0,2024-03-01 08:00:00,2024-03
891,299,visit,1,1,2024-05-10 00:00:00,2024-05
892,299,signup,2,1,2024-05-11 00:00:00,2024-05
893,299,onboard,3,0,2024-05-10 12:00:00,2024-05
894,300,visit,1,1,2024-01-19 00:00:00,2024-01
895,300,signup,2,1,2024-01-20 18:00:00,2024-01
896,300,onboard,3,0,2024-01-19 02:00:00,2024-01
897,301,visit,1,1,2024-02-29 00:00:00,2024-02
898,301,signup,2,1,2024-02-29 08:00:00,2024-02
899,301,onboard,3,1,2024-03-02 20:00:00,2024-02
900,301,activate,4,0,2024-03-05 18:00:00,2024-02
901,302,visit,1,1,2024-02-07 00:00:00,2024-02
902,302,signup,2,0,2024-02-07 14:00:00,2024-02
903,303,visit,1,1,2024-04-08 00:00:00,2024-04
904,303,signup,2,0,2024-04-09 17:00:00,2024-04
905,304,visit,1,1,2024-05-08 00:00:00,2024-05
906,304,signup,2,1,2024-05-08 17:00:00,2024-05
907,304,onboard,3,1,2024-05-08 08:00:00,2024-05
908,304,activate,4,1,2024-05-10 06:00:00,2024-05
909,304,purchase,5,1,2024-05-11 20:00:00,2024-05
910,305,visit,1,1,2024-01-30 00:00:00,2024-01
911,305,signup,2,1,2024-01-31 20:00:00,2024-01
912,305,onboard,3,1,2024-01-31 20:00:00,2024-01
913,305,activate,4,1,2024-02-04 03:00:00,2024-01
914,305,purchase,5,0,2024-02-02 00:00:00,2024-01
915,306,visit,1,1,2024-05-20 00:00:00,2024-05
916,306,signup,2,0,2024-05-21 06:00:00,2024-05
917,307,visit,1,1,2024-03-27 00:00:00,2024-03
918,307,signup,2,1,2024-03-27 03:00:00,2024-03
919,307,onboard,3,1,2024-03-27 02:00:00,2024-03
920,307,activate,4,1,2024-03-30 06:00:00,2024-03
921,307,purchase,5,0,2024-03-30 12:00:00,2024-03
922,308,visit,1,1,2024-04-13 00:00:00,2024-04
923,308,signup,2,1,2024-04-14 05:00:00,2024-04
924,308,onboard,3,1,2024-04-13 06:00:00,2024-04
925,308,activate,4,1,2024-04-17 21:00:00,2024-04
926,308,purchase,5,1,2024-04-18 00:00:00,2024-04
927,309,visit,1,1,2024-03-12 00:00:00,2024-03
928,309,signup,2,1,2024-03-13 15:00:00,2024-03
929,309,onboard,3,1,2024-03-15 00:00:00,2024-03
930,309,activate,4,0,2024-03-13 18:00:00,2024-03
931,310,visit,1,1,2024-05-31 00:00:00,2024-05
932,310,signup,2,1,2024-05-31 07:00:00,2024-05
933,310,onboard,3,1,2024-06-02 02:00:00,2024-05
934,310,activate,4,1,2024-06-04 06:00:00,2024-05
935,310,purchase,5,0,2024-06-01 08:00:00,2024-05
936,311,visit,1,1,2024-06-04 00:00:00,2024-06
937,311,signup,2,0,2024-06-05 01:00:00,2024-06
938,312,visit,1,1,2024-06-18 00:00:00,2024-06
939,312,signup,2,0,2024-06-19 10:00:00,2024-06
940,313,visit,1,1,2024-06-14 00:00:00,2024-06
941,313,signup,2,1,2024-06-14 05:00:00,2024-06
942,313,onboard,3,1,2024-06-14 06:00:00,2024-06
943,313,activate,4,0,2024-06-14 06:00:00,2024-06
944,314,visit,1,1,2024-06-24 00:00:00,2024-06
945,314,signup,2,1,2024-06-24 13:00:00,2024-06
946,314,onboard,3,1,2024-06-27 12:00:00,2024-06
947,314,activate,4,1,2024-06-28 18:00:00,2024-06
948,314,purchase,5,1,2024-06-27 12:00:00,2024-06
949,315,visit,1,1,2024-06-07 00:00:00,2024-06
950,315,signup,2,0,2024-06-07 16:00:00,2024-06
951,316,visit,1,1,2024-03-17 00:00:00,2024-03
952,316,signup,2,0,2024-03-18 14:00:00,2024-03
953,317,visit,1,1,2024-02-13 00:00:00,2024-02
954,317,signup,2,1,2024-02-13 11:00:00,2024-02
955,317,onboard,3,1,2024-02-16 14:00:00,2024-02
