user_id,variant,assignment_date,converted,page_load_ms
2457,control,2026-03-09,0,1719
2458,control,2026-03-03,0,735
2459,control,2026-03-03,1,996
2460,control,2026-03-13,0,943
2461,treatment,2026-03-08,0,1532
2462,control,2026-03-08,0,728
2463,treatment,2026-03-09,1,1322
2464,treatment,2026-03-07,0,2254
2465,treatment,2026-03-13,1,741
2466,treatment,2026-03-04,0,1535
2467,control,2026-03-12,1,993
2468,treatment,2026-03-15,0,2014
2469,control,2026-03-02,1,1368
2470,control,2026-03-08,0,1043
2471,control,2026-03-13,1,1789
2472,control,2026-03-09,1,685
2473,treatment,2026-03-07,1,621
2474,treatment,2026-03-09,1,1897
2475,control,2026-03-06,0,946
2476,treatment,2026-03-02,1,1867
2477,treatment,2026-03-08,1,1701
2478,control,2026-03-11,0,1361
2479,control,2026-03-08,0,1128
2480,control,2026-03-12,1,856
2481,treatment,2026-03-10,1,774
2482,treatment,2026-03-04,0,1143
2483,control,2026-03-14,0,1623
2484,treatment,2026-03-06,1,2041
2485,treatment,2026-03-13,1,1435
2486,treatment,2026-03-09,0,2949
2487,treatment,2026-03-02,1,1044
2488,control,2026-03-05,0,1142
2489,control,2026-03-04,0,943
2490,treatment,2026-03-12,0,1577
2491,control,2026-03-04,0,1258
2492,control,2026-03-04,0,998
2493,treatment,2026-03-07,0,1317
2494,treatment,2026-03-11,1,2537
2495,control,2026-03-07,0,1402
2496,control,2026-03-04,0,1243
2497,control,2026-03-15,0,1239
2498,treatment,2026-03-08,0,1294
2499,control,2026-03-12,0,1083
2500,treatment,2026-03-07,0,1338
2501,control,2026-03-14,1,2860
2502,treatment,2026-03-13,0,1775
2503,control,2026-03-15,0,709
2504,treatment,2026-03-07,0,1217
2505,treatment,2026-03-03,0,987
2506,control,2026-03-07,1,989
2507,control,2026-03-07,0,878
2508,control,2026-03-06,0,1217
2509,treatment,2026-03-07,0,2706
2510,control,2026-03-12,1,1009
2511,control,2026-03-07,1,1638
2512,treatment,2026-03-12,0,947
2513,control,2026-03-12,1,1570
2514,control,2026-03-14,1,1478
2515,control,2026-03-12,0,1275
2516,treatment,2026-03-02,0,1266
2517,control,2026-03-07,1,1438
2518,control,2026-03-04,0,965
2519,treatment,2026-03-07,0,1180
2520,treatment,2026-03-12,0,1161
2521,treatment,2026-03-04,0,1502
2522,control,2026-03-15,0,1778
2523,control,2026-03-11,0,907
2524,treatment,2026-03-12,1,2486
2525,control,2026-03-06,0,911
2526,control,2026-03-15,1,2197
2527,treatment,2026-03-09,0,1866
2528,treatment,2026-03-05,0,1553
2529,control,2026-03-13,0,1106
2530,treatment,2026-03-05,0,1555
2531,treatment,2026-03-08,1,1191
2532,treatment,2026-03-14,1,671
2533,treatment,2026-03-03,0,1915
2534,control,2026-03-10,1,1076
2535,control,2026-03-07,0,1427
2536,treatment,2026-03-15,1,1330
2537,control,2026-03-12,0,1245
2538,control,2026-03-12,0,826
2539,treatment,2026-03-08,1,957
2540,treatment,2026-03-11,0,1259
2541,control,2026-03-11,0,982
2542,control,2026-03-14,0,1213
2543,control,2026-03-07,0,1691
2544,treatment,2026-03-05,1,851
2545,control,2026-03-13,1,884
2546,control,2026-03-14,0,1163
2547,control,2026-03-09,0,993
2548,treatment,2026-03-09,1,1160
2549,control,2026-03-05,1,803
2550,control,2026-03-13,0,1610
2551,treatment,2026-03-09,0,835
2552,control,2026-03-05,0,632
2553,control,2026-03-09,0,756
2554,control,2026-03-11,0,1750
2555,treatment,2026-03-02,0,1282
2556,control,2026-03-09,0,1406
2557,control,2026-03-11,1,1196
2558,treatment,2026-03-13,0,1190
2559,treatment,2026-03-07,0,2358
2560,treatment,2026-03-09,1,2577
2561,control,2026-03-02,0,719
2562,control,2026-03-03,0,1405
2563,treatment,2026-03-15,1,2229
2564,control,2026-03-12,0,1333
2565,treatment,2026-03-04,0,1530
2566,treatment,2026-03-14,0,2765
2567,control,2026-03-11,1,1244
2568,control,2026-03-07,0,779
2569,control,2026-03-10,0,1249
2570,treatment,2026-03-07,0,1090
2571,treatment,2026-03-14,0,1079
2572,control,2026-03-04,0,1212
2573,treatment,2026-03-04,0,1949
2574,treatment,2026-03-02,0,787
2575,treatment,2026-03-08,1,1277
2576,control,2026-03-02,1,926
2577,treatment,2026-03-10,0,2175
2578,control,2026-03-11,0,865
2579,treatment,2026-03-11,0,718
2580,control,2026-03-08,1,1252
2581,treatment,2026-03-09,1,3151
2582,control,2026-03-03,0,1609
2583,treatment,2026-03-09,0,2149
2584,treatment,2026-03-04,0,1326
2585,treatment,2026-03-03,0,1608
2586,control,2026-03-04,1,1809
2587,control,2026-03-07,0,1141
2588,treatment,2026-03-15,1,1828
2589,control,2026-03-09,0,593
2590,treatment,2026-03-12,1,1980
2591,treatment,2026-03-02,1,1313
2592,treatment,2026-03-11,0,927
2593,control,2026-03-09,0,2012
2594,treatment,2026-03-15,0,1367
2595,treatment,2026-03-04,0,1383
2596,treatment,2026-03-04,1,1389
2597,control,2026-03-08,1,814
2598,treatment,2026-03-06,0,2967
2599,treatment,2026-03-05,0,1183
2600,control,2026-03-04,0,933
2601,control,2026-03-10,0,1298
2602,control,2026-03-05,1,1243
2603,control,2026-03-13,0,978
2604,control,2026-03-07,0,1332
2605,treatment,2026-03-10,0,2324
2606,treatment,2026-03-04,0,722
2607,treatment,2026-03-12,0,1740
2608,control,2026-03-02,1,1215
2609,control,2026-03-11,0,1055
2610,control,2026-03-12,0,1432
2611,control,2026-03-10,0,914
2612,control,2026-03-14,1,679
2613,treatment,2026-03-11,0,1074
2614,control,2026-03-15,0,906
2615,treatment,2026-03-14,1,1762
2616,treatment,2026-03-14,0,1622
2617,treatment,2026-03-02,0,3660
2618,control,2026-03-05,0,583
2619,control,2026-03-02,1,1665
2620,control,2026-03-13,0,600
2621,control,2026-03-11,1,803
2622,treatment,2026-03-04,1,2487
2623,treatment,2026-03-08,0,992
2624,control,2026-03-15,0,1182
2625,control,2026-03-03,0,663
2626,treatment,2026-03-11,0,1580
2627,treatment,2026-03-08,0,798
2628,treatment,2026-03-05,1,2106
2629,treatment,2026-03-14,0,882
2630,treatment,2026-03-13,0,1510
2631,treatment,2026-03-08,1,816
2632,control,2026-03-14,0,2704
2633,control,2026-03-08,0,1969
2634,treatment,2026-03-08,0,1137
2635,control,2026-03-06,1,956
2636,control,2026-03-08,0,1690
2637,control,2026-03-08,0,857
2638,treatment,2026-03-11,1,781
2639,control,2026-03-11,0,918
2640,control,2026-03-03,1,1039
2641,control,2026-03-07,0,2293
2642,treatment,2026-03-11,1,1725
2643,treatment,2026-03-06,1,478
2644,control,2026-03-04,1,2943
2645,control,2026-03-05,0,1454
2646,treatment,2026-03-08,1,2274
2647,control,2026-03-06,1,2189
2648,control,2026-03-05,0,731
2649,control,2026-03-12,0,1279
2650,control,2026-03-14,0,1303
2651,control,2026-03-13,0,860
2652,control,2026-03-06,0,1911
2653,treatment,2026-03-13,0,1105
2654,control,2026-03-14,0,1909
2655,treatment,2026-03-13,1,1485
2656,control,2026-03-03,1,1437
2657,control,2026-03-02,0,1431
2658,control,2026-03-07,0,1919
2659,treatment,2026-03-12,0,1082
2660,treatment,2026-03-06,0,1077
2661,treatment,2026-03-12,0,1598
2662,control,2026-03-14,1,1823
2663,treatment,2026-03-09,0,936
2664,treatment,2026-03-14,0,1046
2665,control,2026-03-14,0,503
2666,treatment,2026-03-14,0,1257
2667,control,2026-03-04,0,1326
2668,control,2026-03-09,1,1253
2669,control,2026-03-03,0,880
2670,treatment,2026-03-13,0,1108
2671,treatment,2026-03-02,1,1549
2672,control,2026-03-12,1,814
2673,treatment,2026-03-07,1,1393
2674,control,2026-03-02,0,1333
2675,control,2026-03-08,0,1308
2676,treatment,2026-03-04,0,1005
2677,treatment,2026-03-05,1,899
2678,control,2026-03-15,0,577
2679,control,2026-03-04,0,1017
2680,control,2026-03-14,0,1124
2681,control,2026-03-03,0,1503
2682,control,2026-03-10,0,1153
2683,treatment,2026-03-06,1,2107
2684,control,2026-03-14,0,901
2685,treatment,2026-03-15,0,1159
2686,control,2026-03-11,0,1170
2687,control,2026-03-14,1,669
2688,control,2026-03-05,1,804
2689,treatment,2026-03-07,0,1171
2690,control,2026-03-09,0,1360
2691,treatment,2026-03-05,1,1033
2692,control,2026-03-06,0,2093
2693,control,2026-03-03,0,2433
2694,treatment,2026-03-14,0,1067
2695,control,2026-03-13,0,1331
2696,treatment,2026-03-14,0,2302
2697,control,2026-03-11,1,1483
2698,treatment,2026-03-12,0,646
2699,control,2026-03-07,0,1326
2700,control,2026-03-03,1,800
2701,control,2026-03-08,0,1415
2702,treatment,2026-03-05,0,1171
2703,treatment,2026-03-02,1,1240
2704,treatment,2026-03-09,1,1398
2705,treatment,2026-03-13,0,1592
2706,control,2026-03-11,1,1351
2707,treatment,2026-03-09,0,1510
2708,control,2026-03-06,1,838
2709,treatment,2026-03-07,1,933
2710,control,2026-03-09,1,1161
2711,control,2026-03-14,0,1383
2712,control,2026-03-13,1,1369
2713,treatment,2026-03-13,1,2469
2714,control,2026-03-03,0,1341
2715,control,2026-03-14,0,1492
2716,treatment,2026-03-09,1,794
2717,treatment,2026-03-11,0,2185
2718,control,2026-03-05,0,1246
2719,treatment,2026-03-02,0,779
2720,treatment,2026-03-07,1,2198
2721,treatment,2026-03-15,0,1486
2722,treatment,2026-03-12,0,1176
2723,control,2026-03-04,0,1306
2724,treatment,2026-03-14,0,1276
2725,treatment,2026-03-06,0,1583
2726,control,2026-03-15,0,1417
2727,control,2026-03-11,0,970
2728,control,2026-03-08,0,936
2729,treatment,2026-03-02,0,1879
2730,control,2026-03-12,0,814
2731,treatment,2026-03-04,1,590
2732,treatment,2026-03-07,1,1201
2733,control,2026-03-05,0,907
2734,treatment,2026-03-08,1,924
2735,treatment,2026-03-05,0,927
2736,treatment,2026-03-02,0,1277
2737,control,2026-03-06,0,1547
2738,control,2026-03-05,1,730
2739,treatment,2026-03-05,0,2740
2740,control,2026-03-11,0,1014
2741,control,2026-03-05,0,1055
2742,treatment,2026-03-07,0,2657
2743,treatment,2026-03-14,1,1149
2744,control,2026-03-09,1,847
2745,treatment,2026-03-02,1,1921
2746,treatment,2026-03-11,0,2250
2747,treatment,2026-03-02,0,1503
2748,control,2026-03-14,1,1564
2749,treatment,2026-03-04,1,1766
2750,control,2026-03-13,0,751
2751,treatment,2026-03-02,0,2186
2752,control,2026-03-05,0,1106
2753,treatment,2026-03-02,1,1072
2754,control,2026-03-10,0,860
2755,control,2026-03-07,0,1021
2756,control,2026-03-03,1,1320
2757,treatment,2026-03-07,0,1152
2758,control,2026-03-06,1,1275
2759,control,2026-03-13,1,2201
2760,treatment,2026-03-10,1,2312
2761,treatment,2026-03-06,0,940
2762,control,2026-03-13,0,1124
2763,control,2026-03-08,0,2454
2764,treatment,2026-03-05,1,1833
2765,control,2026-03-06,1,786
2766,treatment,2026-03-04,0,555
2767,treatment,2026-03-02,1,745
2768,treatment,2026-03-13,0,1004
2769,control,2026-03-13,0,1633
2770,control,2026-03-11,1,787
2771,treatment,2026-03-12,0,1759
2772,treatment,2026-03-09,1,1053
2773,treatment,2026-03-02,1,1180
2774,treatment,2026-03-11,0,1567
2775,control,2026-03-11,0,1068
2776,control,2026-03-15,1,499
2777,treatment,2026-03-09,1,897
2778,treatment,2026-03-09,1,1607
2779,treatment,2026-03-05,1,1014
2780,control,2026-03-06,1,986
2781,control,2026-03-05,0,734
2782,control,2026-03-10,1,954
2783,control,2026-03-04,0,1369
2784,control,2026-03-03,0,1614
2785,treatment,2026-03-04,0,1325
2786,control,2026-03-03,0,970
2787,treatment,2026-03-02,0,1148
2788,treatment,2026-03-10,0,2362
2789,control,2026-03-06,0,1236
2790,control,2026-03-07,0,699
2791,treatment,2026-03-05,0,779
2792,treatment,2026-03-02,0,722
2793,treatment,2026-03-09,0,2557
2794,control,2026-03-10,0,1200
2795,treatment,2026-03-03,0,485
2796,control,2026-03-09,1,860
2797,treatment,2026-03-15,0,1745
2798,control,2026-03-09,0,1246
2799,control,2026-03-02,0,1461
2800,treatment,2026-03-02,1,1081
2801,treatment,2026-03-11,0,1936
2802,control,2026-03-12,1,1304
2803,control,2026-03-14,0,882
2804,treatment,2026-03-10,0,1626
2805,treatment,2026-03-13,0,758
2806,control,2026-03-06,0,1182
2807,treatment,2026-03-09,0,699
2808,treatment,2026-03-12,0,1909
2809,control,2026-03-03,0,1477
2810,treatment,2026-03-10,0,639
2811,treatment,2026-03-08,1,1495
2812,control,2026-03-08,1,1037
2813,control,2026-03-07,1,1607
2814,control,2026-03-08,0,726
2815,control,2026-03-13,0,1703
2816,control,2026-03-04,0,1080
2817,treatment,2026-03-06,0,2736
2818,treatment,2026-03-12,0,988
2819,control,2026-03-05,0,1480
2820,control,2026-03-06,1,1025
2821,control,2026-03-12,0,1391
2822,treatment,2026-03-11,0,1255
2823,treatment,2026-03-05,0,1558
2824,control,2026-03-15,1,1400
2825,treatment,2026-03-08,0,2222
2826,control,2026-03-02,0,1925
2827,treatment,2026-03-05,0,1658
2828,treatment,2026-03-11,1,2519
2829,control,2026-03-13,0,1205
2830,treatment,2026-03-10,0,1424
2831,treatment,2026-03-04,0,1424
2832,treatment,2026-03-04,1,2360
2833,treatment,2026-03-08,1,881
2834,control,2026-03-03,1,797
2835,treatment,2026-03-06,0,873
2836,treatment,2026-03-05,0,781
2837,control,2026-03-06,1,1656
2838,treatment,2026-03-09,1,1401
2839,treatment,2026-03-09,0,1263
2840,control,2026-03-08,0,766
2841,control,2026-03-08,1,1093
2842,control,2026-03-12,0,2413
2843,control,2026-03-05,1,644
2844,treatment,2026-03-14,0,743
2845,control,2026-03-14,0,2513
2846,control,2026-03-15,0,982
2847,treatment,2026-03-06,1,2245
2848,treatment,2026-03-14,1,1677
2849,control,2026-03-05,0,763
2850,treatment,2026-03-13,0,1019
2851,control,2026-03-07,0,1759
2852,control,2026-03-04,0,1165
2853,control,2026-03-07,1,578
2854,treatment,2026-03-14,1,1049
2855,control,2026-03-04,1,1220
2856,control,2026-03-14,1,1291
2857,control,2026-03-02,1,1346
2858,control,2026-03-03,1,1243
2859,treatment,2026-03-05,1,1001
2860,treatment,2026-03-08,1,1544
2861,treatment,2026-03-15,1,1325
2862,treatment,2026-03-11,0,2084
2863,treatment,2026-03-06,1,917
2864,treatment,2026-03-05,0,1881
2865,treatment,2026-03-13,1,1826
2866,treatment,2026-03-12,1,1178
2867,treatment,2026-03-04,0,1162
2868,control,2026-03-11,0,1073
2869,treatment,2026-03-08,0,2009
2870,control,2026-03-04,0,1703
2871,treatment,2026-03-09,0,1385
2872,control,2026-03-09,0,1328
2873,treatment,2026-03-11,0,1620
2874,treatment,2026-03-15,0,1453
2875,treatment,2026-03-04,1,1222
2876,treatment,2026-03-05,1,1567
2877,treatment,2026-03-06,0,1334
2878,treatment,2026-03-11,0,1409
2879,control,2026-03-04,0,1480
2880,treatment,2026-03-15,0,1842
2881,control,2026-03-05,0,486
2882,treatment,2026-03-02,1,1383
2883,control,2026-03-04,1,920
2884,control,2026-03-15,0,878
2885,treatment,2026-03-09,0,1244
2886,treatment,2026-03-04,0,1065
2887,treatment,2026-03-11,0,1533
2888,control,2026-03-11,0,791
2889,control,2026-03-06,1,873
2890,control,2026-03-04,1,2670
2891,treatment,2026-03-04,1,1971
2892,control,2026-03-09,0,1089
2893,control,2026-03-04,0,1524
2894,control,2026-03-06,0,1289
2895,treatment,2026-03-04,0,1446
2896,treatment,2026-03-04,0,1620
2897,control,2026-03-06,0,1574
2898,treatment,2026-03-05,1,3403
2899,treatment,2026-03-12,0,1009
2900,treatment,2026-03-02,0,970
2901,control,2026-03-03,1,863
2902,treatment,2026-03-09,0,1731
2903,treatment,2026-03-15,0,875
2904,control,2026-03-09,0,1881
2905,control,2026-03-04,0,1205
2906,treatment,2026-03-02,1,1630
2907,treatment,2026-03-03,1,1121
2908,treatment,2026-03-11,1,1795
2909,treatment,2026-03-09,0,474
2910,control,2026-03-05,0,1406
2911,treatment,2026-03-07,1,1794
2912,control,2026-03-08,1,1723
2913,treatment,2026-03-12,0,1578
2914,control,2026-03-11,1,1466
2915,control,2026-03-11,0,634
2916,treatment,2026-03-15,1,1629
2917,control,2026-03-04,0,1326
2918,treatment,2026-03-11,0,1483
2919,treatment,2026-03-02,0,1269
2920,control,2026-03-10,0,739
2921,control,2026-03-04,1,3010
2922,control,2026-03-05,1,1268
2923,treatment,2026-03-10,1,1288
2924,control,2026-03-11,0,1586
2925,control,2026-03-11,0,1274
2926,treatment,2026-03-12,1,915
2927,control,2026-03-09,0,2068
2928,treatment,2026-03-13,0,1451
2929,control,2026-03-03,0,935
2930,control,2026-03-03,1,1073
2931,treatment,2026-03-04,0,804
2932,control,2026-03-05,0,774
2933,control,2026-03-06,1,1025
2934,treatment,2026-03-14,1,2237
2935,treatment,2026-03-09,1,1218
2936,control,2026-03-04,0,2155
2937,control,2026-03-11,0,1184
2938,treatment,2026-03-15,0,712
2939,control,2026-03-11,0,1375
2940,treatment,2026-03-06,0,822
2941,control,2026-03-02,1,989
2942,control,2026-03-14,1,1812
2943,control,2026-03-04,0,1231
2944,control,2026-03-05,0,1055
2945,control,2026-03-05,0,901
2946,treatment,2026-03-04,0,1091
2947,treatment,2026-03-08,0,1046
2948,control,2026-03-03,1,1654
2949,control,2026-03-07,1,1330
2950,control,2026-03-07,0,829
2951,control,2026-03-10,1,2517
2952,control,2026-03-03,0,2092
2953,treatment,2026-03-10,1,2237
2954,treatment,2026-03-05,0,1188
2955,control,2026-03-12,1,1068
2956,control,2026-03-13,0,3046
2957,control,2026-03-02,0,1461
2958,treatment,2026-03-02,1,2263
2959,treatment,2026-03-13,1,1632
2960,control,2026-03-10,1,3183
2961,treatment,2026-03-03,1,807
2962,treatment,2026-03-07,1,2122
2963,treatment,2026-03-07,0,1736
2964,control,2026-03-02,0,1337
2965,control,2026-03-04,0,1381
2966,control,2026-03-15,1,1255
2967,treatment,2026-03-13,1,2135
2968,treatment,2026-03-04,0,1264
2969,treatment,2026-03-08,0,2450
2970,treatment,2026-03-13,0,3284
2971,treatment,2026-03-04,0,1783
2972,control,2026-03-10,0,942
2973,control,2026-03-13,1,605
2974,control,2026-03-13,0,810
2975,control,2026-03-10,1,482
2976,control,2026-03-09,1,1205
2977,control,2026-03-13,0,1136
2978,control,2026-03-09,0,1269
2979,treatment,2026-03-04,0,3415
2980,treatment,2026-03-12,0,2065
2981,treatment,2026-03-14,0,1363
2982,treatment,2026-03-02,0,1645
2983,treatment,2026-03-13,0,1406
2984,treatment,2026-03-14,0,1642
2985,treatment,2026-03-07,0,1779
2986,treatment,2026-03-14,1,1985
2987,treatment,2026-03-03,0,2139
2988,treatment,2026-03-13,0,958
2989,control,2026-03-12,0,1377
2990,treatment,2026-03-06,0,1042
2991,treatment,2026-03-13,1,1565
2992,control,2026-03-13,1,818
2993,control,2026-03-04,0,1451
2994,treatment,2026-03-15,0,1516
2995,treatment,2026-03-09,0,1280
2996,control,2026-03-10,0,645
2997,control,2026-03-02,1,2069
2998,control,2026-03-09,0,2214
2999,treatment,2026-03-03,0,1478
3000,control,2026-03-15,0,991
3001,control,2026-03-05,1,600
3002,treatment,2026-03-08,0,1112
3003,treatment,2026-03-02,1,962
3004,treatment,2026-03-09,1,1511
3005,treatment,2026-03-03,0,1137
3006,treatment,2026-03-05,1,929
3007,treatment,2026-03-08,0,3240
3008,treatment,2026-03-07,0,2773
3009,control,2026-03-12,0,912
3010,control,2026-03-13,1,1161
3011,control,2026-03-11,0,1100
3012,control,2026-03-14,1,971
3013,control,2026-03-11,0,982
3014,treatment,2026-03-14,0,1580
3015,control,2026-03-10,0,1402
3016,control,2026-03-08,0,1063
3017,control,2026-03-03,1,593
3018,treatment,2026-03-02,0,1588
3019,treatment,2026-03-10,0,1421
3020,treatment,2026-03-11,0,1657
3021,treatment,2026-03-14,1,750
3022,control,2026-03-13,0,928
3023,treatment,2026-03-13,0,1748
3024,control,2026-03-03,0,923
3025,control,2026-03-04,1,1474
3026,treatment,2026-03-15,0,830
3027,control,2026-03-07,0,1868
3028,control,2026-03-12,1,841
3029,control,2026-03-07,0,1163
3030,treatment,2026-03-03,0,1335
3031,control,2026-03-06,1,705
3032,control,2026-03-13,1,1280
3033,treatment,2026-03-10,0,1496
3034,control,2026-03-09,0,740
3035,control,2026-03-11,1,1155
3036,control,2026-03-13,0,1125
3037,control,2026-03-06,0,666
3038,treatment,2026-03-14,0,700
3039,control,2026-03-05,0,1763
3040,control,2026-03-09,0,1092
3041,control,2026-03-04,0,758
3042,control,2026-03-07,1,1695
3043,treatment,2026-03-07,1,1629
3044,control,2026-03-09,0,1442
3045,control,2026-03-06,0,940
3046,control,2026-03-09,0,1257
3047,control,2026-03-04,1,807
3048,treatment,2026-03-03,0,1489
3049,treatment,2026-03-04,0,1562
3050,treatment,2026-03-06,0,1941
3051,control,2026-03-13,1,1525
3052,treatment,2026-03-14,0,1278
3053,control,2026-03-02,1,1300
3054,control,2026-03-04,0,1277
3055,control,2026-03-14,1,589
3056,treatment,2026-03-08,1,986
3057,control,2026-03-02,0,699
3058,control,2026-03-11,0,1310
3059,control,2026-03-04,0,1574
3060,control,2026-03-09,0,1463
3061,treatment,2026-03-04,1,1983
3062,control,2026-03-08,0,1943
3063,treatment,2026-03-09,1,1152
3064,control,2026-03-11,0,1803
3065,treatment,2026-03-08,1,1061
3066,control,2026-03-10,0,986
3067,control,2026-03-15,0,1207
3068,treatment,2026-03-05,0,602
3069,control,2026-03-13,1,1163
3070,control,2026-03-12,1,1774
3071,treatment,2026-03-10,0,2923
3072,treatment,2026-03-12,0,587
3073,treatment,2026-03-04,0,1550
3074,treatment,2026-03-02,0,1890
3075,treatment,2026-03-08,0,1061
3076,control,2026-03-07,1,1103
3077,control,2026-03-08,0,1256
3078,control,2026-03-12,1,533
3079,control,2026-03-14,0,1394
3080,control,2026-03-08,1,1107
3081,control,2026-03-11,0,1226
3082,control,2026-03-06,1,1350
3083,control,2026-03-07,0,1442
3084,control,2026-03-03,1,2484
3085,treatment,2026-03-12,0,1745
3086,control,2026-03-10,0,1804
3087,treatment,2026-03-04,0,589
3088,control,2026-03-09,0,1091
3089,control,2026-03-02,0,1584
3090,treatment,2026-03-03,0,1195
3091,treatment,2026-03-06,0,1313
3092,control,2026-03-14,0,1262
3093,control,2026-03-15,1,889
3094,treatment,2026-03-09,0,2618
3095,control,2026-03-03,1,1275
3096,treatment,2026-03-15,0,1318
3097,treatment,2026-03-11,0,1174
3098,control,2026-03-15,0,2071
3099,control,2026-03-12,0,1909
3100,treatment,2026-03-04,0,1854
3101,control,2026-03-14,1,1068
3102,control,2026-03-09,0,1707
3103,control,2026-03-02,1,1319
3104,control,2026-03-15,0,843
3105,treatment,2026-03-05,1,1224
3106,treatment,2026-03-10,0,1729
3107,treatment,2026-03-12,0,1458
3108,control,2026-03-10,1,634
3109,treatment,2026-03-03,0,1672
3110,control,2026-03-02,0,1042
3111,control,2026-03-12,0,1121
3112,control,2026-03-13,1,1134
3113,control,2026-03-15,0,1456
3114,treatment,2026-03-05,0,1555
3115,control,2026-03-13,1,1307
3116,treatment,2026-03-03,0,1357
3117,treatment,2026-03-13,0,1908
3118,control,2026-03-12,0,1017
3119,treatment,2026-03-15,1,842
3120,treatment,2026-03-05,0,925
3121,treatment,2026-03-11,1,658
3122,treatment,2026-03-04,1,1284
3123,treatment,2026-03-03,0,1567
3124,control,2026-03-09,0,1100
3125,control,2026-03-10,0,1075
3126,control,2026-03-14,0,957
3127,treatment,2026-03-03,1,1143
3128,control,2026-03-07,0,973
3129,control,2026-03-09,0,877
3130,treatment,2026-03-08,0,2353
3131,control,2026-03-07,1,807
3132,treatment,2026-03-15,0,1914
3133,control,2026-03-08,0,611
3134,control,2026-03-10,1,850
3135,control,2026-03-08,1,2108
3136,control,2026-03-11,0,1102
3137,treatment,2026-03-13,0,1931
3138,control,2026-03-07,1,1630
3139,control,2026-03-04,0,1290
3140,control,2026-03-09,1,1711
3141,control,2026-03-09,1,1344
3142,control,2026-03-11,0,989
3143,control,2026-03-05,0,1520
3144,treatment,2026-03-09,0,1044
3145,treatment,2026-03-13,0,2082
3146,treatment,2026-03-03,0,1366
3147,treatment,2026-03-08,0,2346
3148,treatment,2026-03-08,0,1000
3149,control,2026-03-05,0,3205
3150,control,2026-03-08,0,1511
3151,treatment,2026-03-06,0,980
3152,control,2026-03-02,0,1639
3153,treatment,2026-03-02,1,1399
3154,control,2026-03-13,0,1085
3155,treatment,2026-03-11,0,1270
3156,control,2026-03-04,0,994
3157,control,2026-03-15,1,949
3158,treatment,2026-03-07,0,913
3159,control,2026-03-07,1,1368
3160,control,2026-03-03,0,1149
3161,treatment,2026-03-12,1,1075
3162,treatment,2026-03-12,0,1077
3163,treatment,2026-03-03,0,979
3164,treatment,2026-03-10,0,1281
3165,control,2026-03-04,0,1226
3166,treatment,2026-03-06,0,2569
3167,treatment,2026-03-05,1,1308
3168,control,2026-03-08,0,1089
3169,control,2026-03-04,0,995
3170,treatment,2026-03-15,0,2160
3171,control,2026-03-12,1,880
3172,control,2026-03-04,1,1508
3173,treatment,2026-03-07,0,1412
3174,control,2026-03-08,0,1682
3175,treatment,2026-03-15,1,1618
3176,control,2026-03-09,0,992
3177,treatment,2026-03-09,0,873
3178,treatment,2026-03-02,0,1123
3179,control,2026-03-06,0,738
3180,control,2026-03-05,0,812
3181,treatment,2026-03-13,1,1522
3182,treatment,2026-03-11,0,1102
3183,treatment,2026-03-06,0,1173
3184,control,2026-03-02,0,690
3185,treatment,2026-03-05,1,2094
3186,control,2026-03-14,1,2109
3187,control,2026-03-08,1,1969
3188,control,2026-03-03,1,1260
3189,treatment,2026-03-05,0,1676
3190,control,2026-03-14,0,2179
3191,control,2026-03-04,0,831
3192,treatment,2026-03-06,0,1664
3193,treatment,2026-03-07,1,863
3194,control,2026-03-10,0,1767
3195,control,2026-03-10,0,934
3196,treatment,2026-03-15,0,1616
3197,treatment,2026-03-05,0,1991
3198,treatment,2026-03-13,0,2644
3199,control,2026-03-15,0,1198
3200,treatment,2026-03-07,1,1967
3201,control,2026-03-11,0,2102
3202,control,2026-03-06,1,1965
3203,treatment,2026-03-02,0,1472
3204,treatment,2026-03-05,1,1074
3205,control,2026-03-06,0,1653
3206,treatment,2026-03-13,0,1573
3207,control,2026-03-07,0,1210
3208,control,2026-03-02,0,1781
3209,control,2026-03-11,1,902
3210,treatment,2026-03-14,1,886
3211,control,2026-03-05,0,811
3212,control,2026-03-06,0,1628
3213,control,2026-03-15,0,666
3214,treatment,2026-03-03,0,850
3215,treatment,2026-03-14,0,2828
3216,treatment,2026-03-08,0,1014
3217,control,2026-03-04,0,1021
3218,treatment,2026-03-14,1,1482
3219,control,2026-03-13,0,1935
3220,treatment,2026-03-10,1,1489
3221,treatment,2026-03-10,1,1820
3222,control,2026-03-15,0,1207
3223,control,2026-03-11,0,1548
3224,control,2026-03-02,0,1234
3225,treatment,2026-03-13,1,1485
3226,treatment,2026-03-09,0,2145
3227,treatment,2026-03-10,1,1691
3228,treatment,2026-03-12,1,2296
3229,control,2026-03-15,0,1299
3230,control,2026-03-11,0,1483
3231,treatment,2026-03-12,0,1315
3232,treatment,2026-03-10,0,1772
3233,control,2026-03-14,1,1440
3234,control,2026-03-06,0,2164
3235,treatment,2026-03-08,0,1205
3236,control,2026-03-05,1,1506
3237,treatment,2026-03-15,0,696
3238,treatment,2026-03-10,0,1250
3239,treatment,2026-03-09,0,1495
3240,treatment,2026-03-11,0,808
3241,treatment,2026-03-10,0,1348
3242,control,2026-03-11,0,1153
3243,treatment,2026-03-07,0,3163
3244,control,2026-03-13,0,725
3245,treatment,2026-03-14,1,933
3246,treatment,2026-03-14,0,1994
