user_id,variant,assignment_date,converted,order_value
4990,control,2026-03-05,1,65.75
4991,treatment,2026-03-05,0,
4992,control,2026-03-05,1,28.92
4993,treatment,2026-03-07,0,
4994,treatment,2026-03-10,1,34.4
4995,treatment,2026-03-08,0,
4996,control,2026-03-07,1,59.51
4997,control,2026-03-04,0,
4998,control,2026-03-05,0,
4999,control,2026-03-04,0,
5000,treatment,2026-03-02,0,
5001,treatment,2026-03-13,0,
5002,control,2026-03-13,0,
5003,control,2026-03-03,0,
5004,control,2026-03-12,1,32.28
5005,control,2026-03-04,0,
5006,treatment,2026-03-09,0,
5007,treatment,2026-03-11,0,
5008,control,2026-03-04,0,
5009,treatment,2026-03-13,0,
5010,control,2026-03-12,1,20.0
5011,treatment,2026-03-01,1,24.24
5012,control,2026-03-08,0,
5013,treatment,2026-03-09,0,
5014,control,2026-03-06,0,
5015,treatment,2026-03-10,0,
5016,treatment,2026-03-08,0,
5017,treatment,2026-03-13,0,
5018,treatment,2026-03-13,0,
5019,treatment,2026-03-06,0,
5020,control,2026-03-10,1,57.07
5021,treatment,2026-03-14,0,
5022,control,2026-03-14,0,
5023,control,2026-03-13,0,
5024,treatment,2026-03-05,0,
5025,treatment,2026-03-05,0,
5026,control,2026-03-08,0,
5027,control,2026-03-05,1,25.19
5028,control,2026-03-09,0,
5029,control,2026-03-10,0,
5030,treatment,2026-03-06,0,
5031,treatment,2026-03-13,1,53.53
5032,treatment,2026-03-14,0,
5033,control,2026-03-08,0,
5034,treatment,2026-03-10,0,
5035,treatment,2026-03-09,1,54.55
5036,treatment,2026-03-14,0,
5037,treatment,2026-03-13,1,65.67
5038,control,2026-03-09,0,
5039,control,2026-03-11,0,
5040,treatment,2026-03-11,0,
5041,treatment,2026-03-07,0,
5042,control,2026-03-03,0,
5043,control,2026-03-12,0,
5044,control,2026-03-07,0,
5045,treatment,2026-03-11,0,
5046,control,2026-03-01,0,
5047,control,2026-03-08,1,32.59
5048,control,2026-03-08,0,
5049,treatment,2026-03-08,0,
5050,control,2026-03-12,0,
5051,control,2026-03-08,0,
5052,control,2026-03-11,0,
5053,treatment,2026-03-06,0,
5054,control,2026-03-14,0,
5055,treatment,2026-03-11,1,77.03
5056,treatment,2026-03-02,0,
5057,treatment,2026-03-10,0,
5058,treatment,2026-03-10,0,
5059,control,2026-03-05,0,
5060,treatment,2026-03-08,0,
5061,treatment,2026-03-01,0,
5062,control,2026-03-01,1,50.84
5063,control,2026-03-12,1,62.05
5064,treatment,2026-03-04,1,61.39
5065,control,2026-03-13,0,
5066,control,2026-03-06,1,56.8
5067,control,2026-03-07,0,
5068,control,2026-03-14,1,47.08
5069,control,2026-03-14,0,
5070,treatment,2026-03-02,1,55.89
5071,control,2026-03-10,0,
5072,treatment,2026-03-10,1,47.86
5073,control,2026-03-11,0,
5074,control,2026-03-13,0,
5075,control,2026-03-14,1,41.36
5076,control,2026-03-10,0,
5077,treatment,2026-03-14,0,
5078,treatment,2026-03-02,0,
5079,treatment,2026-03-01,0,
5080,control,2026-03-05,0,
5081,treatment,2026-03-06,0,
5082,control,2026-03-14,0,
5083,control,2026-03-14,1,46.61
5084,control,2026-03-11,1,36.03
5085,treatment,2026-03-01,0,
5086,treatment,2026-03-14,0,
5087,control,2026-03-09,0,
5088,treatment,2026-03-11,0,
5089,control,2026-03-14,0,
5090,treatment,2026-03-02,0,
5091,treatment,2026-03-01,0,
5092,treatment,2026-03-10,0,
5093,control,2026-03-04,0,
5094,control,2026-03-07,1,30.24
5095,control,2026-03-04,1,61.41
5096,treatment,2026-03-10,1,27.32
5097,control,2026-03-02,0,
5098,control,2026-03-05,0,
5099,treatment,2026-03-14,0,
5100,treatment,2026-03-12,0,
5101,control,2026-03-03,0,
5102,control,2026-03-02,0,
5103,treatment,2026-03-08,0,
5104,treatment,2026-03-12,0,
5105,control,2026-03-10,1,67.2
5106,treatment,2026-03-02,1,36.86
5107,treatment,2026-03-04,0,
5108,treatment,2026-03-07,0,
5109,control,2026-03-11,0,
5110,control,2026-03-12,0,
5111,control,2026-03-13,1,41.38
5112,control,2026-03-13,0,
5113,control,2026-03-07,0,
5114,treatment,2026-03-01,0,
5115,control,2026-03-08,0,
5116,control,2026-03-13,0,
5117,control,2026-03-10,0,
5118,treatment,2026-03-01,0,
5119,treatment,2026-03-08,0,
5120,control,2026-03-03,0,
5121,control,2026-03-12,0,
5122,treatment,2026-03-06,0,
5123,treatment,2026-03-04,0,
5124,control,2026-03-05,0,
5125,control,2026-03-10,0,
5126,treatment,2026-03-09,1,41.96
5127,treatment,2026-03-04,0,
5128,control,2026-03-10,1,55.33
5129,treatment,2026-03-03,1,52.87
5130,treatment,2026-03-02,0,
5131,treatment,2026-03-04,0,
5132,control,2026-03-01,0,
5133,treatment,2026-03-13,0,
5134,control,2026-03-10,0,
5135,control,2026-03-02,0,
5136,control,2026-03-13,0,
5137,treatment,2026-03-13,0,
5138,control,2026-03-10,0,
5139,control,2026-03-09,1,37.65
5140,treatment,2026-03-01,0,
5141,treatment,2026-03-13,0,
5142,treatment,2026-03-04,0,
5143,treatment,2026-03-03,0,
5144,treatment,2026-03-03,0,
5145,control,2026-03-09,1,68.87
5146,control,2026-03-02,0,
5147,control,2026-03-02,0,
5148,treatment,2026-03-09,1,38.85
5149,treatment,2026-03-06,0,
5150,treatment,2026-03-02,0,
5151,control,2026-03-05,1,38.28
5152,control,2026-03-03,0,
5153,treatment,2026-03-04,0,
5154,control,2026-03-10,0,
5155,treatment,2026-03-09,0,
5156,treatment,2026-03-07,0,
5157,control,2026-03-06,0,
5158,treatment,2026-03-04,0,
5159,treatment,2026-03-11,0,
5160,control,2026-03-02,0,
5161,treatment,2026-03-11,1,70.74
5162,treatment,2026-03-01,1,27.61
5163,control,2026-03-10,0,
5164,treatment,2026-03-06,0,
5165,treatment,2026-03-11,1,33.11
5166,control,2026-03-05,0,
5167,treatment,2026-03-12,0,
5168,control,2026-03-04,0,
5169,control,2026-03-02,0,
5170,treatment,2026-03-14,0,
5171,treatment,2026-03-09,0,
5172,control,2026-03-02,0,
5173,treatment,2026-03-03,0,
5174,control,2026-03-14,0,
5175,treatment,2026-03-07,0,
5176,control,2026-03-03,0,
5177,control,2026-03-14,0,
5178,control,2026-03-13,0,
5179,control,2026-03-12,0,
5180,control,2026-03-10,0,
5181,control,2026-03-05,0,
5182,treatment,2026-03-05,1,63.69
5183,control,2026-03-04,0,
5184,treatment,2026-03-04,0,
5185,treatment,2026-03-14,0,
5186,control,2026-03-02,1,22.08
5187,control,2026-03-12,0,
5188,treatment,2026-03-12,1,36.79
5189,treatment,2026-03-10,0,
5190,control,2026-03-06,0,
5191,treatment,2026-03-02,0,
5192,control,2026-03-05,0,
5193,control,2026-03-10,0,
5194,control,2026-03-07,1,15.52
5195,treatment,2026-03-04,0,
5196,control,2026-03-10,0,
5197,control,2026-03-08,0,
5198,treatment,2026-03-08,1,53.73
5199,treatment,2026-03-06,0,
5200,treatment,2026-03-10,1,30.52
5201,control,2026-03-06,0,
5202,control,2026-03-10,0,
5203,treatment,2026-03-06,0,
5204,treatment,2026-03-07,0,
5205,treatment,2026-03-02,0,
5206,control,2026-03-04,0,
5207,treatment,2026-03-11,0,
5208,control,2026-03-11,1,115.55
5209,control,2026-03-08,0,
5210,control,2026-03-08,0,
5211,treatment,2026-03-08,0,
5212,treatment,2026-03-03,0,
5213,control,2026-03-09,0,
5214,control,2026-03-04,0,
5215,control,2026-03-02,0,
5216,control,2026-03-10,0,
5217,control,2026-03-12,0,
5218,treatment,2026-03-11,0,
5219,treatment,2026-03-13,1,26.99
5220,control,2026-03-06,0,
5221,treatment,2026-03-13,0,
5222,treatment,2026-03-09,0,
5223,control,2026-03-13,0,
5224,treatment,2026-03-12,0,
5225,control,2026-03-04,0,
5226,treatment,2026-03-08,0,
5227,control,2026-03-14,0,
5228,control,2026-03-06,0,
5229,control,2026-03-10,0,
5230,treatment,2026-03-04,0,
5231,control,2026-03-09,0,
5232,treatment,2026-03-14,0,
5233,control,2026-03-03,0,
5234,control,2026-03-09,0,
5235,control,2026-03-03,0,
5236,control,2026-03-05,0,
5237,treatment,2026-03-12,0,
5238,treatment,2026-03-14,0,
5239,control,2026-03-10,0,
5240,control,2026-03-09,0,
5241,control,2026-03-07,1,26.04
5242,treatment,2026-03-02,0,
5243,treatment,2026-03-01,0,
5244,control,2026-03-10,0,
5245,control,2026-03-02,1,26.04
5246,treatment,2026-03-14,1,60.8
5247,control,2026-03-11,1,41.83
5248,control,2026-03-01,1,57.85
5249,treatment,2026-03-03,1,51.17
5250,treatment,2026-03-04,0,
5251,treatment,2026-03-01,0,
5252,treatment,2026-03-02,1,21.19
5253,control,2026-03-01,1,43.01
5254,control,2026-03-08,0,
5255,treatment,2026-03-04,0,
5256,control,2026-03-02,0,
5257,control,2026-03-14,0,
5258,treatment,2026-03-14,1,16.06
5259,treatment,2026-03-06,1,54.97
5260,control,2026-03-09,0,
5261,control,2026-03-10,0,
5262,treatment,2026-03-11,0,
5263,control,2026-03-14,0,
5264,control,2026-03-14,0,
5265,treatment,2026-03-09,0,
5266,treatment,2026-03-07,0,
5267,treatment,2026-03-09,0,
5268,treatment,2026-03-03,0,
5269,treatment,2026-03-04,0,
5270,control,2026-03-10,0,
5271,treatment,2026-03-07,1,43.46
5272,treatment,2026-03-04,0,
5273,treatment,2026-03-08,0,
5274,control,2026-03-03,0,
5275,control,2026-03-12,1,76.93
5276,control,2026-03-02,0,
5277,treatment,2026-03-07,0,
5278,control,2026-03-06,0,
5279,treatment,2026-03-11,0,
5280,control,2026-03-09,0,
5281,treatment,2026-03-11,0,
5282,treatment,2026-03-04,0,
5283,control,2026-03-05,0,
5284,control,2026-03-08,1,40.72
5285,treatment,2026-03-09,0,
5286,control,2026-03-01,0,
5287,control,2026-03-11,0,
5288,treatment,2026-03-12,0,
5289,control,2026-03-04,0,
5290,control,2026-03-03,0,
5291,treatment,2026-03-07,1,23.87
5292,control,2026-03-04,0,
5293,treatment,2026-03-12,1,50.77
5294,treatment,2026-03-05,0,
5295,treatment,2026-03-06,0,
5296,control,2026-03-06,0,
5297,treatment,2026-03-04,0,
5298,treatment,2026-03-01,0,
5299,treatment,2026-03-12,0,
5300,control,2026-03-04,1,33.13
5301,treatment,2026-03-06,0,
5302,control,2026-03-13,0,
5303,control,2026-03-13,0,
5304,control,2026-03-06,0,
5305,control,2026-03-04,0,
5306,control,2026-03-06,0,
5307,control,2026-03-12,1,66.68
5308,treatment,2026-03-14,1,35.04
5309,control,2026-03-01,0,
5310,treatment,2026-03-04,0,
5311,control,2026-03-10,0,
5312,control,2026-03-01,0,
5313,treatment,2026-03-03,0,
5314,control,2026-03-08,0,
5315,control,2026-03-01,1,55.95
5316,control,2026-03-01,0,
5317,treatment,2026-03-01,0,
5318,treatment,2026-03-06,0,
5319,treatment,2026-03-10,0,
5320,treatment,2026-03-03,0,
5321,treatment,2026-03-02,0,
5322,treatment,2026-03-04,0,
5323,treatment,2026-03-06,1,52.76
5324,control,2026-03-10,0,
5325,control,2026-03-03,0,
5326,control,2026-03-05,0,
5327,treatment,2026-03-14,0,
5328,treatment,2026-03-08,0,
5329,control,2026-03-11,0,
5330,treatment,2026-03-10,0,
5331,control,2026-03-01,1,31.81
5332,control,2026-03-12,0,
5333,treatment,2026-03-02,0,
5334,control,2026-03-10,0,
5335,treatment,2026-03-09,0,
5336,control,2026-03-01,0,
5337,control,2026-03-13,0,
5338,treatment,2026-03-05,0,
5339,control,2026-03-03,0,
5340,treatment,2026-03-12,0,
5341,control,2026-03-10,0,
5342,treatment,2026-03-08,0,
5343,treatment,2026-03-08,0,
5344,control,2026-03-07,0,
5345,control,2026-03-12,0,
5346,treatment,2026-03-04,0,
5347,treatment,2026-03-04,1,45.55
5348,treatment,2026-03-06,0,
5349,control,2026-03-11,0,
5350,treatment,2026-03-01,0,
5351,treatment,2026-03-04,0,
5352,treatment,2026-03-11,0,
5353,control,2026-03-12,1,93.39
5354,control,2026-03-03,0,
5355,treatment,2026-03-13,0,
5356,treatment,2026-03-03,0,
5357,treatment,2026-03-08,0,
5358,control,2026-03-02,1,57.11
5359,treatment,2026-03-01,0,
5360,treatment,2026-03-11,0,
5361,control,2026-03-11,0,
5362,control,2026-03-01,0,
5363,treatment,2026-03-01,1,41.66
5364,treatment,2026-03-02,0,
5365,control,2026-03-06,0,
5366,control,2026-03-03,1,42.79
5367,treatment,2026-03-12,0,
5368,control,2026-03-14,0,
5369,control,2026-03-07,0,
5370,control,2026-03-04,0,
5371,control,2026-03-12,0,
5372,treatment,2026-03-04,0,
5373,treatment,2026-03-04,0,
5374,treatment,2026-03-07,0,
5375,control,2026-03-11,0,
5376,treatment,2026-03-09,0,
5377,treatment,2026-03-05,0,
5378,treatment,2026-03-03,0,
5379,treatment,2026-03-11,0,
5380,control,2026-03-05,1,15.66
5381,control,2026-03-10,0,
5382,control,2026-03-07,0,
5383,treatment,2026-03-01,0,
5384,treatment,2026-03-08,0,
5385,treatment,2026-03-04,0,
5386,control,2026-03-01,0,
5387,control,2026-03-09,0,
5388,control,2026-03-11,0,
5389,treatment,2026-03-01,0,
5390,control,2026-03-05,0,
5391,control,2026-03-01,0,
5392,control,2026-03-07,0,
5393,control,2026-03-04,1,17.7
5394,control,2026-03-01,0,
5395,control,2026-03-14,0,
5396,control,2026-03-10,0,
5397,control,2026-03-08,0,
5398,control,2026-03-13,0,
5399,control,2026-03-12,0,
5400,treatment,2026-03-06,0,
5401,control,2026-03-08,0,
5402,control,2026-03-12,0,
5403,control,2026-03-10,1,55.55
5404,control,2026-03-06,0,
5405,treatment,2026-03-01,0,
5406,control,2026-03-02,0,
5407,treatment,2026-03-13,0,
5408,control,2026-03-09,0,
5409,control,2026-03-10,0,
5410,control,2026-03-04,0,
5411,control,2026-03-12,0,
5412,treatment,2026-03-04,0,
5413,control,2026-03-04,0,
5414,control,2026-03-06,0,
5415,treatment,2026-03-04,0,
5416,control,2026-03-08,0,
5417,treatment,2026-03-09,0,
5418,control,2026-03-07,1,94.96
5419,control,2026-03-04,1,32.18
5420,control,2026-03-11,0,
5421,treatment,2026-03-11,0,
5422,control,2026-03-02,0,
5423,control,2026-03-11,0,
5424,control,2026-03-03,0,
5425,control,2026-03-06,1,37.09
5426,control,2026-03-08,0,
5427,treatment,2026-03-05,0,
5428,control,2026-03-12,0,
5429,control,2026-03-05,1,61.12
5430,control,2026-03-12,0,
5431,control,2026-03-02,0,
5432,treatment,2026-03-12,0,
5433,treatment,2026-03-10,0,
5434,treatment,2026-03-09,0,
5435,treatment,2026-03-13,0,
5436,treatment,2026-03-01,0,
5437,control,2026-03-05,0,
5438,control,2026-03-04,0,
5439,control,2026-03-13,0,
5440,control,2026-03-14,0,
5441,control,2026-03-14,0,
5442,treatment,2026-03-02,0,
5443,treatment,2026-03-13,0,
5444,control,2026-03-05,1,65.69
5445,treatment,2026-03-08,0,
5446,control,2026-03-13,0,
5447,control,2026-03-01,0,
5448,treatment,2026-03-03,1,18.1
5449,treatment,2026-03-09,0,
5450,control,2026-03-08,1,21.96
5451,treatment,2026-03-08,0,
5452,treatment,2026-03-02,0,
5453,treatment,2026-03-03,0,
5454,control,2026-03-12,0,
5455,control,2026-03-03,0,
5456,treatment,2026-03-11,1,25.74
5457,treatment,2026-03-09,0,
5458,control,2026-03-10,0,
5459,treatment,2026-03-05,0,
5460,treatment,2026-03-13,0,
5461,treatment,2026-03-10,0,
5462,control,2026-03-04,0,
5463,control,2026-03-05,0,
5464,treatment,2026-03-14,0,
5465,control,2026-03-12,1,38.59
5466,control,2026-03-03,0,
5467,treatment,2026-03-14,0,
5468,treatment,2026-03-01,0,
5469,treatment,2026-03-02,1,59.61
5470,treatment,2026-03-08,1,50.69
5471,control,2026-03-05,0,
5472,control,2026-03-13,0,
5473,control,2026-03-07,0,
5474,control,2026-03-02,0,
5475,control,2026-03-10,0,
5476,control,2026-03-04,0,
5477,treatment,2026-03-07,1,30.9
5478,control,2026-03-05,1,24.53
5479,treatment,2026-03-13,0,
5480,treatment,2026-03-03,0,
5481,treatment,2026-03-09,0,
5482,control,2026-03-04,1,46.57
5483,control,2026-03-08,0,
5484,treatment,2026-03-07,0,
5485,control,2026-03-03,0,
5486,treatment,2026-03-03,0,
5487,control,2026-03-03,0,
5488,control,2026-03-14,0,
5489,control,2026-03-04,0,
5490,treatment,2026-03-11,0,
5491,treatment,2026-03-07,0,
5492,control,2026-03-04,0,
5493,treatment,2026-03-02,0,
5494,control,2026-03-06,0,
5495,control,2026-03-10,0,
5496,treatment,2026-03-01,0,
5497,control,2026-03-05,1,63.27
5498,treatment,2026-03-02,1,66.91
5499,treatment,2026-03-07,0,
5500,control,2026-03-08,0,
5501,control,2026-03-13,0,
5502,control,2026-03-12,0,
5503,control,2026-03-14,0,
5504,treatment,2026-03-01,0,
5505,treatment,2026-03-06,1,36.85
5506,treatment,2026-03-03,0,
5507,control,2026-03-05,0,
5508,treatment,2026-03-01,0,
5509,treatment,2026-03-07,0,
5510,control,2026-03-08,0,
5511,treatment,2026-03-07,0,
5512,treatment,2026-03-12,1,25.78
5513,control,2026-03-02,0,
5514,treatment,2026-03-09,0,
5515,treatment,2026-03-06,0,
5516,treatment,2026-03-03,0,
5517,control,2026-03-04,0,
5518,treatment,2026-03-03,0,
5519,control,2026-03-09,0,
5520,treatment,2026-03-14,0,
5521,control,2026-03-03,0,
5522,treatment,2026-03-02,1,37.86
5523,treatment,2026-03-10,0,
5524,treatment,2026-03-11,0,
5525,control,2026-03-08,0,
5526,control,2026-03-07,0,
5527,treatment,2026-03-06,0,
5528,treatment,2026-03-04,0,
5529,treatment,2026-03-10,0,
5530,control,2026-03-10,0,
5531,treatment,2026-03-02,0,
5532,control,2026-03-14,0,
5533,control,2026-03-12,0,
5534,control,2026-03-12,0,
5535,treatment,2026-03-01,0,
5536,control,2026-03-10,0,
5537,control,2026-03-11,0,
5538,treatment,2026-03-07,0,
5539,control,2026-03-14,1,47.78
5540,treatment,2026-03-04,1,24.03
5541,control,2026-03-02,0,
5542,control,2026-03-11,0,
5543,treatment,2026-03-08,1,93.62
5544,control,2026-03-09,1,26.1
5545,treatment,2026-03-13,0,
5546,control,2026-03-06,0,
5547,treatment,2026-03-03,0,
5548,treatment,2026-03-11,0,
5549,treatment,2026-03-11,0,
5550,control,2026-03-13,1,29.98
5551,treatment,2026-03-14,0,
5552,control,2026-03-02,0,
5553,control,2026-03-03,0,
5554,treatment,2026-03-05,0,
5555,treatment,2026-03-05,0,
5556,control,2026-03-08,0,
5557,treatment,2026-03-13,0,
5558,control,2026-03-08,0,
5559,treatment,2026-03-11,0,
5560,control,2026-03-05,0,
5561,control,2026-03-01,1,53.55
5562,control,2026-03-03,0,
5563,control,2026-03-03,0,
5564,treatment,2026-03-13,0,
5565,control,2026-03-08,1,46.98
5566,control,2026-03-02,0,
5567,treatment,2026-03-10,0,
5568,treatment,2026-03-04,0,
5569,treatment,2026-03-12,0,
5570,control,2026-03-03,0,
5571,treatment,2026-03-06,1,46.78
5572,treatment,2026-03-02,0,
5573,treatment,2026-03-06,0,
5574,treatment,2026-03-07,1,36.86
5575,control,2026-03-14,0,
5576,control,2026-03-01,0,
5577,control,2026-03-03,0,
5578,control,2026-03-12,0,
5579,treatment,2026-03-10,0,
5580,treatment,2026-03-11,0,
5581,treatment,2026-03-10,1,30.96
5582,control,2026-03-05,1,36.75
5583,treatment,2026-03-10,0,
5584,treatment,2026-03-08,0,
5585,treatment,2026-03-09,0,
5586,treatment,2026-03-03,0,
5587,control,2026-03-06,0,
5588,treatment,2026-03-07,0,
5589,treatment,2026-03-10,0,
5590,control,2026-03-08,0,
5591,control,2026-03-01,0,
5592,control,2026-03-04,0,
5593,treatment,2026-03-13,0,
5594,treatment,2026-03-08,0,
5595,control,2026-03-12,0,
5596,treatment,2026-03-07,0,
5597,treatment,2026-03-04,0,
5598,treatment,2026-03-13,0,
5599,treatment,2026-03-07,1,48.69
5600,control,2026-03-05,0,
5601,control,2026-03-13,0,
5602,control,2026-03-13,0,
5603,control,2026-03-05,0,
5604,control,2026-03-06,0,
5605,treatment,2026-03-08,0,
5606,control,2026-03-01,1,62.59
5607,treatment,2026-03-04,0,
5608,control,2026-03-07,0,
5609,treatment,2026-03-10,0,
5610,control,2026-03-02,0,
5611,treatment,2026-03-04,0,
5612,treatment,2026-03-07,0,
5613,control,2026-03-05,0,
5614,treatment,2026-03-03,1,9.53
5615,treatment,2026-03-08,0,
5616,control,2026-03-04,0,
5617,treatment,2026-03-11,0,
5618,treatment,2026-03-06,0,
5619,control,2026-03-05,0,
5620,treatment,2026-03-08,0,
5621,control,2026-03-10,0,
5622,control,2026-03-06,1,35.69
5623,treatment,2026-03-13,0,
5624,control,2026-03-04,0,
5625,control,2026-03-07,0,
5626,control,2026-03-01,0,
5627,treatment,2026-03-09,0,
5628,treatment,2026-03-12,0,
5629,control,2026-03-12,0,
5630,control,2026-03-02,0,
5631,control,2026-03-13,1,85.24
5632,treatment,2026-03-13,0,
5633,treatment,2026-03-14,0,
5634,control,2026-03-11,0,
5635,treatment,2026-03-07,0,
5636,treatment,2026-03-02,0,
5637,treatment,2026-03-13,0,
5638,control,2026-03-12,0,
5639,control,2026-03-04,0,
5640,control,2026-03-05,0,
5641,control,2026-03-10,0,
5642,treatment,2026-03-01,0,
5643,control,2026-03-06,0,
5644,treatment,2026-03-03,0,
5645,control,2026-03-13,0,
5646,treatment,2026-03-05,0,
5647,treatment,2026-03-02,1,45.98
5648,treatment,2026-03-01,0,
5649,control,2026-03-11,0,
5650,treatment,2026-03-14,0,
5651,treatment,2026-03-08,0,
5652,control,2026-03-06,0,
5653,treatment,2026-03-03,0,
5654,treatment,2026-03-13,0,
5655,treatment,2026-03-09,0,
5656,control,2026-03-01,0,
5657,treatment,2026-03-10,1,24.5
5658,treatment,2026-03-10,0,
5659,treatment,2026-03-12,0,
5660,treatment,2026-03-06,1,49.86
5661,treatment,2026-03-09,0,
5662,control,2026-03-11,0,
5663,control,2026-03-09,0,
5664,treatment,2026-03-11,0,
5665,control,2026-03-07,1,30.88
5666,control,2026-03-13,0,
5667,treatment,2026-03-12,0,
5668,treatment,2026-03-08,0,
5669,treatment,2026-03-01,0,
5670,treatment,2026-03-07,0,
5671,treatment,2026-03-08,0,
5672,treatment,2026-03-07,1,52.2
5673,treatment,2026-03-09,0,
5674,control,2026-03-05,0,
5675,control,2026-03-12,0,
5676,control,2026-03-06,0,
5677,control,2026-03-07,0,
5678,treatment,2026-03-13,0,
5679,treatment,2026-03-02,0,
5680,treatment,2026-03-04,0,
5681,treatment,2026-03-04,1,101.38
5682,control,2026-03-07,0,
5683,control,2026-03-10,0,
5684,treatment,2026-03-08,0,
5685,treatment,2026-03-01,0,
5686,treatment,2026-03-13,1,85.4
5687,control,2026-03-01,0,
5688,control,2026-03-03,0,
5689,treatment,2026-03-02,0,
5690,treatment,2026-03-06,0,
5691,treatment,2026-03-05,0,
5692,control,2026-03-08,0,
5693,control,2026-03-14,0,
5694,treatment,2026-03-12,0,
5695,control,2026-03-12,0,
5696,control,2026-03-14,0,
5697,treatment,2026-03-02,0,
5698,control,2026-03-14,0,
5699,treatment,2026-03-12,0,
5700,control,2026-03-02,0,
5701,treatment,2026-03-09,0,
5702,treatment,2026-03-06,0,
5703,control,2026-03-14,0,
5704,treatment,2026-03-13,0,
5705,control,2026-03-08,0,
5706,control,2026-03-13,0,
5707,control,2026-03-10,0,
5708,treatment,2026-03-13,1,37.61
5709,control,2026-03-01,0,
5710,treatment,2026-03-14,0,
5711,treatment,2026-03-02,0,
5712,treatment,2026-03-02,0,
5713,control,2026-03-10,0,
5714,treatment,2026-03-06,1,34.39
5715,treatment,2026-03-03,0,
5716,treatment,2026-03-06,0,
5717,control,2026-03-03,0,
5718,treatment,2026-03-08,0,
5719,treatment,2026-03-11,0,
5720,control,2026-03-02,0,
5721,treatment,2026-03-03,0,
5722,treatment,2026-03-04,0,
5723,control,2026-03-06,0,
5724,control,2026-03-10,0,
5725,control,2026-03-10,0,
5726,treatment,2026-03-07,0,
5727,treatment,2026-03-03,0,
5728,treatment,2026-03-07,0,
5729,treatment,2026-03-13,0,
5730,control,2026-03-04,0,
5731,treatment,2026-03-14,0,
5732,control,2026-03-05,0,
5733,control,2026-03-07,0,
5734,control,2026-03-11,0,
5735,treatment,2026-03-14,0,
5736,control,2026-03-14,0,
5737,treatment,2026-03-07,0,
5738,treatment,2026-03-09,0,
5739,control,2026-03-07,0,
5740,control,2026-03-04,0,
5741,control,2026-03-11,1,62.52
5742,treatment,2026-03-08,0,
5743,control,2026-03-02,0,
5744,treatment,2026-03-11,0,
5745,control,2026-03-03,0,
5746,control,2026-03-02,0,
5747,control,2026-03-01,0,
5748,control,2026-03-03,0,
5749,control,2026-03-06,1,61.76
5750,control,2026-03-13,0,
5751,control,2026-03-07,0,
5752,control,2026-03-09,1,88.91
5753,control,2026-03-14,0,
5754,control,2026-03-09,0,
5755,control,2026-03-01,0,
5756,control,2026-03-04,0,
5757,control,2026-03-11,0,
5758,treatment,2026-03-10,0,
5759,control,2026-03-14,0,
5760,treatment,2026-03-12,0,
5761,control,2026-03-08,0,
5762,treatment,2026-03-02,0,
5763,treatment,2026-03-02,0,
5764,treatment,2026-03-08,0,
5765,treatment,2026-03-06,0,
5766,treatment,2026-03-03,0,
5767,control,2026-03-07,0,
5768,control,2026-03-11,0,
5769,treatment,2026-03-10,0,
5770,treatment,2026-03-10,1,34.84
5771,control,2026-03-09,0,
5772,treatment,2026-03-14,0,
5773,control,2026-03-12,0,
5774,control,2026-03-09,0,
5775,control,2026-03-01,1,37.43
5776,treatment,2026-03-11,0,
5777,treatment,2026-03-09,1,49.96
5778,control,2026-03-01,0,
5779,treatment,2026-03-10,0,
5780,control,2026-03-09,1,51.67
5781,treatment,2026-03-12,1,35.59
5782,treatment,2026-03-11,0,
5783,treatment,2026-03-07,0,
5784,control,2026-03-04,0,
5785,control,2026-03-07,0,
5786,control,2026-03-03,0,
5787,control,2026-03-04,0,
5788,treatment,2026-03-09,1,43.74
5789,treatment,2026-03-14,0,
5790,control,2026-03-08,0,
5791,control,2026-03-08,0,
5792,control,2026-03-09,0,
5793,treatment,2026-03-10,0,
5794,control,2026-03-13,0,
5795,control,2026-03-04,0,
5796,treatment,2026-03-05,0,
5797,control,2026-03-10,0,
5798,control,2026-03-13,0,
5799,control,2026-03-12,0,
5800,control,2026-03-01,0,
5801,control,2026-03-01,0,
5802,treatment,2026-03-10,0,
5803,treatment,2026-03-12,1,56.23
5804,treatment,2026-03-14,0,
5805,treatment,2026-03-03,0,
5806,control,2026-03-11,0,
5807,control,2026-03-09,0,
5808,treatment,2026-03-04,0,
5809,treatment,2026-03-13,0,
5810,treatment,2026-03-12,0,
5811,treatment,2026-03-06,0,
5812,treatment,2026-03-08,0,
5813,treatment,2026-03-03,0,
5814,control,2026-03-03,0,
5815,control,2026-03-14,0,
5816,control,2026-03-09,0,
5817,treatment,2026-03-10,0,
5818,treatment,2026-03-11,0,
5819,treatment,2026-03-09,0,
5820,treatment,2026-03-03,0,
5821,treatment,2026-03-12,1,18.23
5822,control,2026-03-09,0,
5823,control,2026-03-02,0,
5824,treatment,2026-03-14,0,
5825,treatment,2026-03-09,0,
5826,control,2026-03-06,0,
5827,control,2026-03-01,0,
5828,control,2026-03-11,0,
5829,control,2026-03-13,0,
5830,control,2026-03-01,0,
5831,treatment,2026-03-08,0,
5832,treatment,2026-03-03,0,
5833,treatment,2026-03-06,0,
5834,control,2026-03-09,0,
5835,control,2026-03-12,0,
5836,control,2026-03-10,0,
5837,treatment,2026-03-13,0,
5838,treatment,2026-03-02,0,
5839,treatment,2026-03-05,1,26.18
