user_id,tenure_months,adopted_feature,orders_90d
1662,2,0,3
1663,23,0,9
1664,13,1,13
1665,35,0,9
1666,34,1,16
1667,26,0,13
1668,11,0,9
1669,32,1,22
1670,9,0,3
1671,23,0,8
1672,31,1,20
1673,18,1,18
1674,10,0,9
1675,2,0,2
1676,26,0,14
1677,16,0,6
1678,14,0,7
1679,21,0,7
1680,17,0,2
1681,9,0,8
1682,13,1,15
1683,27,0,9
1684,2,0,5
1685,34,0,11
1686,11,0,8
1687,13,0,6
1688,2,0,1
1689,13,0,4
1690,25,0,9
1691,28,1,16
1692,25,0,13
1693,35,1,18
1694,6,0,6
1695,11,0,10
1696,25,0,7
1697,19,1,10
1698,7,1,14
1699,30,0,11
1700,3,0,7
1701,6,0,2
1702,22,0,8
1703,14,0,10
1704,28,0,11
1705,34,0,14
1706,27,1,17
1707,15,0,7
1708,33,0,11
1709,3,0,3
1710,33,1,21
1711,30,0,16
1712,29,0,18
1713,18,1,20
1714,20,1,17
1715,17,0,10
1716,14,0,5
1717,7,0,4
1718,9,0,2
1719,13,0,5
1720,17,1,9
1721,25,0,8
1722,28,1,14
1723,1,0,0
1724,10,0,2
1725,5,0,3
1726,19,0,7
1727,24,0,12
1728,20,0,8
1729,36,1,17
1730,29,0,9
1731,11,1,13
1732,36,1,20
1733,27,1,18
1734,3,0,4
1735,2,0,4
1736,13,1,8
1737,22,1,12
1738,27,1,13
1739,23,1,15
1740,29,1,16
1741,22,1,15
1742,7,0,4
1743,8,0,4
1744,6,0,2
1745,6,0,11
1746,7,0,9
1747,26,1,19
1748,19,0,7
1749,16,0,8
1750,26,1,18
1751,13,0,5
1752,25,0,13
1753,9,0,2
1754,6,0,7
1755,36,0,18
1756,20,0,5
1757,30,1,16
1758,25,0,13
1759,7,0,1
1760,5,1,11
1761,23,0,12
1762,10,0,10
1763,36,1,17
1764,4,1,9
1765,23,1,16
1766,8,0,7
1767,22,1,14
1768,35,1,19
1769,3,0,4
1770,28,1,18
1771,7,0,6
1772,26,0,13
1773,25,0,13
1774,22,1,11
1775,28,1,15
1776,31,0,12
1777,3,0,4
1778,11,0,7
1779,33,0,16
1780,22,0,14
1781,27,0,13
1782,1,0,3
1783,11,0,5
1784,28,0,12
1785,27,1,20
1786,34,0,15
1787,4,0,10
1788,32,0,17
1789,35,0,12
1790,24,0,9
1791,11,1,15
1792,24,1,14
1793,30,1,19
1794,34,0,13
1795,17,1,15
1796,23,0,10
1797,22,1,19
1798,10,0,10
1799,32,1,18
1800,33,1,20
1801,29,0,9
1802,3,0,3
1803,18,0,8
1804,3,0,9
1805,19,0,12
1806,11,0,4
1807,25,0,9
1808,4,0,0
1809,33,1,13
1810,24,0,11
1811,32,1,18
1812,27,1,12
1813,15,0,3
1814,6,0,6
1815,18,0,9
1816,33,1,20
1817,30,1,18
1818,23,0,12
1819,32,1,19
1820,32,1,18
1821,28,0,10
1822,28,1,16
1823,8,1,8
1824,25,1,16
1825,19,0,11
1826,24,0,7
1827,2,0,2
1828,10,0,6
1829,19,1,14
1830,1,0,2
1831,10,0,5
1832,13,0,8
1833,15,1,15
1834,27,1,17
1835,15,0,8
1836,17,0,6
1837,13,1,15
1838,8,0,7
1839,2,0,2
1840,25,1,15
1841,19,1,11
1842,2,0,7
1843,16,0,6
1844,17,0,13
1845,18,0,10
1846,22,0,11
1847,9,0,7
1848,24,1,11
1849,35,1,13
1850,27,1,10
1851,23,0,7
1852,4,0,4
1853,12,0,8
1854,32,1,16
1855,29,1,20
1856,24,1,16
1857,22,1,10
1858,5,0,0
1859,3,0,3
1860,22,1,15
1861,18,0,10
1862,17,0,8
1863,21,1,17
1864,31,0,13
1865,34,1,19
1866,7,0,7
1867,24,0,16
1868,32,1,21
1869,15,1,18
1870,20,0,10
1871,2,0,3
1872,12,0,0
1873,7,0,7
1874,12,1,12
1875,16,0,4
1876,3,0,5
1877,9,0,6
1878,24,1,14
1879,22,1,14
1880,3,0,7
1881,30,1,13
1882,2,0,2
1883,33,1,18
1884,2,0,6
1885,33,1,17
1886,20,1,15
1887,12,0,5
1888,27,0,11
1889,32,1,18
1890,8,1,10
1891,14,0,11
1892,3,0,3
1893,28,0,13
1894,21,1,11
1895,21,1,13
1896,28,0,9
1897,19,0,8
1898,6,0,1
1899,13,0,4
1900,35,1,17
1901,21,1,14
1902,24,1,10
1903,14,0,13
1904,30,0,13
1905,3,0,4
1906,33,1,18
1907,22,0,9
1908,22,1,14
1909,19,0,7
1910,19,0,7
1911,30,1,14
1912,26,0,10
1913,31,1,19
1914,10,0,10
1915,36,1,22
1916,16,0,5
1917,24,0,10
1918,9,0,5
1919,19,0,14
1920,6,0,4
1921,7,0,4
1922,36,1,18
1923,7,0,7
1924,21,0,11
1925,10,0,7
1926,22,0,10
1927,5,0,7
1928,31,0,12
1929,13,0,9
1930,10,1,15
1931,35,1,15
1932,31,0,9
1933,15,1,13
1934,11,0,10
1935,33,1,16
1936,7,1,12
1937,11,0,6
1938,9,0,9
1939,31,0,10
1940,17,0,8
1941,36,1,13
1942,25,1,12
1943,30,1,20
1944,18,0,7
1945,24,0,12
1946,28,0,8
1947,11,0,4
1948,22,0,11
1949,18,1,12
1950,36,1,17
1951,1,0,5
1952,26,1,15
1953,20,0,6
1954,18,1,14
1955,36,0,15
1956,27,1,14
1957,32,1,19
1958,12,1,7
1959,21,0,6
1960,26,0,10
1961,26,1,19
1962,35,0,18
1963,18,0,3
1964,2,0,3
1965,33,1,12
1966,10,0,7
1967,16,0,8
1968,33,1,16
1969,32,1,14
1970,13,0,4
1971,17,0,8
1972,32,1,14
1973,13,0,6
1974,28,1,13
1975,30,1,17
1976,17,1,13
1977,28,1,14
1978,11,0,7
1979,6,0,10
1980,4,0,3
1981,36,0,12
1982,1,0,4
1983,11,1,17
1984,30,0,15
1985,19,0,11
1986,32,1,25
1987,1,0,2
1988,18,1,17
1989,16,0,9
1990,17,0,9
1991,5,0,5
1992,33,0,9
1993,17,0,10
1994,8,0,3
1995,31,1,15
1996,33,1,16
1997,32,1,16
1998,19,0,8
1999,12,0,3
2000,3,0,0
2001,14,0,8
2002,27,0,10
2003,23,1,13
2004,23,1,16
2005,29,0,14
2006,1,0,7
2007,33,0,11
2008,3,1,8
2009,23,0,9
2010,20,0,5
2011,25,1,12
2012,4,0,0
2013,3,0,1
2014,21,0,7
2015,21,0,11
2016,15,0,9
2017,20,0,9
2018,25,0,13
2019,25,1,14
2020,25,1,17
2021,3,0,4
2022,32,1,21
2023,27,1,13
2024,13,0,8
2025,4,0,1
2026,28,1,14
2027,2,0,1
2028,13,0,6
2029,16,0,3
2030,4,0,5
2031,28,1,18
2032,9,0,7
2033,1,0,2
2034,33,0,12
2035,35,1,12
2036,17,0,10
2037,23,1,14
2038,13,0,5
2039,31,0,8
2040,29,0,14
2041,19,0,8
2042,10,0,5
2043,26,1,17
2044,18,0,6
2045,29,1,15
2046,1,0,3
2047,28,1,19
2048,36,1,20
2049,25,0,4
2050,20,1,17
2051,22,0,9
2052,8,0,9
2053,17,0,6
2054,13,0,1
2055,34,1,19
2056,8,0,4
2057,26,1,17
2058,30,1,13
2059,6,0,2
2060,17,0,9
2061,17,1,8
2062,1,0,5
2063,23,0,8
2064,28,1,19
2065,25,0,10
2066,34,0,16
2067,24,0,8
2068,28,1,17
2069,23,0,9
2070,26,0,9
2071,22,1,13
2072,33,1,15
2073,5,0,8
2074,24,1,19
2075,25,0,11
2076,31,0,6
2077,13,0,4
2078,13,0,4
2079,18,0,10
2080,23,0,7
2081,20,0,9
2082,29,1,21
2083,6,0,2
2084,21,0,6
2085,26,1,16
2086,5,0,4
2087,23,1,13
2088,31,0,18
2089,18,0,9
2090,1,0,0
2091,3,0,8
2092,36,1,22
2093,2,0,2
2094,33,1,18
2095,27,1,19
2096,13,0,7
2097,26,0,10
2098,29,0,17
2099,21,0,7
2100,8,0,4
2101,30,1,19
2102,16,0,7
2103,5,0,5
2104,34,1,19
2105,28,0,10
2106,32,1,15
2107,7,0,6
2108,34,1,20
2109,18,0,10
2110,11,0,7
2111,9,0,9
2112,11,0,3
2113,9,1,13
2114,5,0,5
2115,4,0,5
2116,1,0,0
2117,19,1,14
2118,32,0,16
2119,14,0,8
2120,5,0,4
2121,33,1,17
2122,34,1,23
2123,12,1,9
2124,8,0,7
2125,22,1,21
2126,13,1,13
2127,22,1,16
2128,9,0,7
2129,22,0,9
2130,2,0,2
2131,10,0,11
2132,22,1,15
2133,25,0,13
2134,27,1,18
2135,5,0,2
2136,11,0,11
2137,21,0,7
2138,33,0,13
2139,3,0,1
2140,15,0,6
2141,18,0,11
2142,14,1,13
2143,17,0,8
2144,21,0,10
2145,28,1,18
2146,6,0,4
2147,35,1,16
2148,26,0,7
2149,24,0,7
2150,33,0,12
2151,5,0,2
2152,21,0,8
2153,27,1,20
2154,1,0,2
2155,34,1,18
2156,35,1,18
2157,11,0,9
2158,11,1,12
2159,27,0,10
2160,1,0,3
2161,30,1,16
2162,30,0,16
2163,6,0,4
2164,4,0,6
2165,1,0,6
2166,2,0,4
2167,34,0,12
2168,29,0,13
2169,12,0,7
2170,12,0,5
2171,18,0,6
2172,14,0,5
2173,35,0,15
2174,23,0,6
2175,14,0,2
2176,1,1,7
2177,11,0,7
2178,27,1,16
2179,32,1,15
2180,32,0,11
2181,10,0,9
2182,9,0,6
2183,21,0,5
2184,16,0,9
2185,18,0,9
2186,32,1,18
2187,4,0,2
2188,7,0,5
2189,18,1,16
2190,13,0,4
2191,35,0,16
2192,29,1,18
2193,27,1,18
2194,1,0,2
2195,4,0,3
2196,12,0,5
2197,29,1,16
2198,28,1,18
2199,11,0,7
2200,28,0,9
2201,5,0,1
2202,23,0,12
2203,5,0,5
2204,13,0,10
2205,10,1,12
2206,25,1,16
2207,23,0,12
2208,31,1,18
2209,2,0,3
2210,17,1,17
2211,7,0,6
2212,17,0,7
2213,1,0,4
2214,6,0,5
2215,33,0,10
2216,14,1,13
2217,10,0,5
2218,36,0,17
2219,15,1,11
2220,12,1,5
2221,1,0,0
2222,21,0,9
2223,1,0,1
2224,3,1,7
2225,7,0,5
2226,7,0,4
2227,12,0,9
2228,3,0,4
2229,7,1,12
2230,2,0,6
2231,26,0,11
2232,24,0,8
2233,5,0,1
2234,12,0,3
2235,15,0,6
2236,24,0,14
2237,6,0,3
2238,18,0,12
2239,18,0,9
2240,36,1,18
2241,28,0,14
2242,14,1,11
2243,27,0,10
2244,30,1,17
2245,22,1,14
2246,6,0,2
2247,24,1,15
2248,34,0,12
2249,28,1,14
2250,11,0,4
2251,28,0,9
2252,23,1,21
2253,16,0,10
2254,2,0,5
2255,8,0,5
2256,25,1,14
2257,30,1,20
2258,20,0,6
2259,28,1,16
2260,25,1,12
2261,29,1,16
2262,3,0,4
2263,21,0,11
2264,9,0,8
2265,32,0,13
2266,1,0,7
2267,10,0,4
2268,17,0,12
2269,21,0,7
2270,17,0,6
2271,17,0,15
2272,18,0,14
2273,31,1,19
2274,7,1,9
2275,4,0,6
2276,13,0,8
2277,29,1,19
2278,20,1,14
2279,8,0,6
2280,24,0,9
2281,1,0,1
2282,20,0,15
2283,11,0,1
2284,6,0,0
2285,16,0,6
2286,27,1,21
2287,5,0,6
2288,21,1,18
2289,2,0,1
2290,32,1,16
2291,23,0,14
2292,18,0,4
2293,8,1,11
2294,29,0,11
2295,8,0,7
2296,30,1,16
2297,36,0,18
2298,20,0,5
2299,29,1,18
2300,8,0,6
2301,9,0,8
2302,9,0,5
2303,27,1,15
2304,35,1,18
2305,22,1,13
2306,14,1,11
2307,22,0,13
2308,7,0,7
2309,19,0,8
2310,24,0,7
2311,23,0,16
2312,1,0,6
2313,33,1,14
2314,20,1,13
2315,31,1,19
2316,16,1,16
2317,25,1,13
2318,9,0,4
2319,5,0,3
2320,11,0,7
2321,23,1,12
2322,12,0,8
2323,33,1,19
2324,35,1,16
2325,3,0,3
2326,6,1,12
2327,33,1,17
2328,30,0,11
2329,28,1,13
2330,18,0,6
2331,6,0,7
2332,15,0,6
2333,10,0,7
2334,32,0,11
2335,27,0,11
2336,16,0,10
2337,31,0,15
2338,36,0,12
2339,17,0,8
2340,11,0,10
2341,6,0,6
2342,6,0,0
2343,3,0,1
2344,16,1,13
2345,18,1,20
2346,34,1,15
2347,28,1,20
2348,35,1,18
2349,16,1,17
2350,7,0,0
2351,24,1,17
2352,35,0,14
2353,11,0,11
2354,2,0,0
2355,21,1,18
2356,1,0,1
2357,20,0,11
2358,34,1,15
2359,20,1,9
2360,32,1,16
2361,15,0,5
2362,23,0,12
2363,34,1,19
2364,28,1,14
2365,2,0,1
2366,9,0,3
2367,35,1,15
2368,17,0,7
2369,32,0,17
2370,8,0,2
2371,23,0,12
2372,16,1,13
2373,5,0,4
2374,11,0,7
2375,8,0,4
2376,6,1,10
2377,11,0,9
2378,14,0,7
2379,4,0,5
2380,24,1,14
2381,11,0,4
2382,6,0,3
2383,9,0,6
2384,25,1,17
2385,16,0,12
2386,1,0,3
2387,23,0,10
2388,12,0,5
2389,26,0,14
2390,19,1,11
2391,27,0,11
2392,18,0,10
2393,20,0,6
2394,20,0,12
2395,16,1,12
2396,19,0,12
2397,14,0,7
2398,10,0,9
2399,31,0,15
2400,29,1,18
2401,16,1,12
2402,14,0,11
2403,30,0,7
2404,10,0,7
2405,32,1,15
2406,5,1,12
2407,11,1,12
2408,23,0,14
2409,10,0,6
2410,7,0,3
2411,28,1,13
2412,28,1,12
2413,34,0,13
2414,27,1,10
2415,27,1,17
2416,33,1,21
2417,28,0,11
2418,18,0,5
2419,35,1,20
2420,6,0,11
2421,21,0,8
2422,35,1,17
2423,11,0,8
2424,3,1,8
2425,6,0,2
2426,8,0,3
2427,22,0,5
2428,4,0,4
2429,17,0,11
2430,3,0,9
2431,12,1,11
2432,32,0,14
2433,10,0,9
2434,29,1,18
2435,34,1,18
2436,7,0,11
2437,30,0,17
2438,9,0,6
2439,34,1,16
2440,6,1,6
2441,4,0,8
2442,8,1,5
2443,2,1,9
2444,35,0,16
2445,8,0,4
2446,31,1,19
2447,3,0,6
2448,30,1,18
2449,2,1,11
2450,25,0,13
2451,12,0,6
2452,32,1,22
2453,1,0,5
2454,19,1,10
2455,20,1,20
2456,2,1,12
2457,34,0,13
2458,32,1,17
2459,10,0,3
2460,25,1,15
2461,26,1,18
2462,11,0,6
2463,7,0,7
2464,11,0,14
2465,12,0,5
2466,12,0,7
2467,28,0,15
2468,17,0,9
2469,13,0,9
2470,23,1,14
2471,34,0,9
2472,28,1,15
2473,34,1,22
2474,30,0,11
2475,25,0,10
2476,3,0,2
2477,16,0,11
2478,3,0,9
2479,25,1,13
2480,4,0,3
2481,23,0,9
2482,28,1,16
2483,22,0,10
2484,22,0,14
2485,29,1,23
2486,19,0,12
2487,20,1,14
2488,4,0,7
2489,8,0,10
2490,19,0,7
2491,22,1,12
2492,21,0,7
2493,17,0,7
2494,5,0,4
2495,25,0,15
2496,34,0,14
2497,14,0,7
2498,14,1,7
2499,19,1,16
2500,19,1,12
2501,25,1,21
2502,19,1,13
2503,14,0,5
2504,20,1,11
2505,20,0,13
2506,25,0,11
2507,32,1,18
2508,30,1,21
2509,4,0,4
2510,9,0,4
2511,9,0,6
2512,29,0,11
2513,29,1,19
2514,31,1,15
2515,22,0,7
2516,24,1,14
2517,9,0,6
2518,33,1,17
2519,16,1,13
2520,10,0,5
2521,27,1,20
2522,33,1,16
2523,9,0,3
2524,6,0,4
2525,16,0,9
2526,1,0,3
2527,25,0,7
2528,2,0,4
2529,19,0,9
2530,11,0,8
2531,8,1,7
2532,19,1,18
2533,11,0,4
2534,14,0,7
2535,21,1,17
2536,4,0,2
2537,25,1,12
2538,35,1,19
2539,21,0,13
2540,2,0,1
2541,31,1,15
2542,22,0,12
2543,7,0,8
2544,31,1,19
2545,10,0,7
2546,10,1,12
2547,25,0,9
2548,7,0,10
2549,22,1,15
2550,19,0,9
2551,21,0,6
2552,31,1,14
2553,17,0,8
2554,15,0,5
2555,4,0,5
2556,24,1,20
2557,33,0,11
2558,36,1,20
2559,27,1,18
2560,32,0,12
2561,16,1,12
2562,34,1,18
2563,25,0,13
2564,10,0,1
2565,16,0,6
2566,33,1,17
2567,1,0,5
2568,29,0,11
2569,13,0,4
2570,10,0,5
2571,7,0,5
2572,22,0,7
2573,3,0,7
2574,18,0,7
2575,26,0,7
2576,28,1,15
2577,9,0,5
2578,27,0,13
2579,10,0,0
2580,10,0,3
2581,9,1,6
2582,5,0,3
2583,1,0,1
2584,11,0,4
2585,32,1,19
2586,6,0,7
2587,30,1,17
2588,8,0,9
2589,2,0,2
2590,8,0,3
2591,27,1,17
2592,4,0,6
2593,22,1,16
2594,19,0,13
2595,29,1,18
2596,2,0,0
2597,16,0,0
2598,11,0,7
2599,13,0,6
2600,27,1,16
2601,3,0,0
2602,18,0,9
2603,4,1,9
2604,36,1,14
2605,18,0,5
2606,31,0,11
2607,3,0,4
2608,20,1,15
2609,16,1,9
2610,8,0,3
2611,13,0,9
2612,21,0,9
2613,33,0,16
2614,33,1,18
2615,3,0,2
2616,35,0,13
2617,6,0,8
2618,31,1,13
2619,9,0,6
2620,16,1,15
2621,4,0,6
2622,33,0,14
2623,19,0,12
2624,4,0,10
2625,18,1,12
2626,28,1,17
2627,7,0,6
2628,34,1,15
2629,15,0,2
2630,1,0,2
2631,21,0,10
2632,3,0,4
2633,5,0,5
2634,33,0,14
2635,15,1,9
2636,32,1,19
2637,33,1,17
2638,13,0,3
2639,31,1,17
2640,30,1,14
2641,7,0,4
2642,27,0,14
2643,31,1,16
2644,16,0,9
2645,35,0,16
2646,25,1,14
2647,2,0,7
2648,35,1,23
2649,28,1,20
2650,24,1,11
2651,34,0,15
2652,15,1,14
2653,23,1,9
2654,33,0,17
2655,21,0,8
2656,6,0,6
2657,18,0,10
2658,19,0,8
2659,25,1,19
2660,24,0,10
2661,31,1,16
2662,6,0,3
2663,13,1,8
2664,35,1,17
2665,23,0,7
2666,29,0,11
2667,11,1,14
2668,28,0,10
2669,10,0,8
2670,27,0,12
2671,19,1,16
2672,19,0,3
2673,2,0,4
2674,5,0,7
2675,18,0,11
2676,27,0,11
2677,20,0,9
2678,11,0,4
2679,34,1,15
2680,24,0,9
2681,32,0,13
2682,31,0,16
2683,11,0,10
2684,15,0,13
2685,28,1,19
2686,30,1,25
2687,36,1,16
2688,21,1,15
2689,17,1,14
2690,23,0,7
2691,11,0,5
2692,20,1,10
2693,32,1,17
2694,19,0,6
2695,24,1,16
2696,7,0,2
2697,7,0,5
2698,7,0,5
2699,29,0,11
2700,15,0,6
2701,25,1,18
2702,20,0,10
2703,16,1,17
2704,30,1,19
2705,6,0,3
2706,15,0,12
2707,23,0,9
2708,4,0,3
2709,18,0,10
2710,24,0,11
2711,7,0,8
2712,27,1,20
2713,22,1,11
2714,26,1,14
2715,11,1,19
2716,14,0,6
2717,21,1,8
2718,16,0,8
2719,1,0,3
2720,9,0,9
2721,24,0,8
2722,23,0,7
2723,15,0,6
2724,32,0,14
2725,20,0,3
2726,10,0,5
2727,36,1,19
2728,23,1,16
2729,19,1,10
2730,33,0,14
2731,8,0,8
2732,18,0,12
2733,24,1,13
2734,3,0,0
2735,5,0,4
2736,24,1,20
2737,21,1,10
2738,24,1,14
2739,22,0,12
2740,27,1,24
2741,5,0,6
2742,21,0,10
2743,33,0,10
2744,6,1,14
2745,8,0,7
2746,10,1,11
2747,15,0,5
2748,14,0,10
2749,24,0,10
2750,13,0,4
2751,21,1,13
2752,16,0,5
2753,32,1,20
2754,33,1,23
2755,16,0,5
2756,26,1,13
2757,24,0,9
2758,23,1,11
2759,18,0,6
2760,13,0,11
2761,4,1,9
2762,33,1,18
2763,16,0,3
2764,12,0,8
2765,9,0,7
2766,30,1,17
2767,10,0,7
2768,19,1,12
2769,28,0,11
2770,26,0,7
2771,27,1,16
2772,16,1,17
2773,24,0,10
2774,28,0,16
2775,27,1,17
2776,9,1,14
2777,10,0,6
2778,26,1,19
2779,21,0,3
2780,16,1,13
2781,28,0,8
2782,29,1,15
2783,6,0,4
2784,29,0,14
2785,21,0,11
2786,31,0,16
2787,21,0,8
2788,5,1,11
2789,19,0,4
2790,27,1,14
2791,30,0,13
2792,13,1,6
2793,5,0,5
2794,8,0,4
2795,2,0,2
2796,7,0,5
2797,20,1,14
2798,17,1,16
2799,34,0,12
2800,34,1,14
2801,8,0,5
2802,4,0,3
2803,8,0,2
2804,6,0,4
2805,14,1,14
2806,34,0,10
2807,8,0,5
2808,33,1,17
2809,35,0,11
2810,26,1,13
2811,5,0,4
2812,4,0,2
2813,7,1,8
2814,28,0,16
2815,21,0,9
2816,19,1,13
2817,18,1,12
2818,29,1,18
2819,8,0,8
2820,33,1,17
2821,25,1,13
2822,23,1,14
2823,35,1,17
2824,2,0,5
2825,1,0,4
2826,3,0,6
2827,20,1,14
2828,33,1,17
2829,34,0,13
2830,24,0,7
2831,21,0,10
2832,35,0,11
2833,34,1,16
2834,36,1,22
2835,28,1,18
2836,17,0,2
2837,10,0,4
2838,8,0,6
2839,5,0,8
2840,35,0,10
2841,8,0,4
2842,20,0,10
2843,21,0,12
2844,12,0,5
2845,20,0,12
2846,31,0,11
2847,7,0,4
2848,25,1,14
2849,12,0,10
2850,34,0,13
2851,29,1,18
2852,17,0,10
2853,27,0,12
2854,22,1,12
2855,11,0,4
2856,4,0,2
2857,14,0,9
2858,20,1,11
2859,20,1,15
2860,4,0,0
2861,11,0,11
2862,21,0,9
2863,3,0,3
2864,2,0,6
2865,23,1,16
2866,31,0,14
2867,4,0,3
2868,34,0,17
2869,22,0,15
2870,19,0,4
2871,29,0,9
2872,3,0,2
2873,34,1,17
2874,18,0,6
2875,34,1,19
2876,20,0,12
2877,31,0,11
2878,30,0,13
2879,30,1,15
2880,33,1,18
2881,28,0,10
2882,4,0,2
2883,32,1,16
2884,14,0,8
2885,14,0,5
2886,24,0,7
2887,24,1,16
2888,35,1,19
2889,29,0,13
2890,14,0,5
2891,30,1,16
2892,19,0,10
2893,1,1,10
2894,29,1,19
2895,25,1,16
2896,20,0,7
2897,22,0,7
2898,23,0,8
2899,13,0,3
2900,1,0,5
2901,15,0,10
2902,10,0,3
2903,11,1,9
2904,13,1,10
2905,26,1,13
2906,32,1,20
2907,29,1,17
2908,13,1,13
2909,7,0,5
2910,25,0,15
2911,25,0,8
2912,14,0,7
2913,18,1,16
2914,11,0,7
2915,14,0,8
2916,36,0,13
2917,18,1,17
2918,8,0,1
2919,15,1,9
2920,15,0,7
2921,9,0,4
2922,1,0,7
2923,9,1,13
2924,4,0,3
2925,29,1,18
2926,7,0,4
2927,36,1,20
2928,3,0,4
2929,28,1,15
2930,8,0,5
2931,15,0,2
2932,25,0,7
2933,36,1,17
2934,8,0,4
2935,3,0,3
2936,28,0,8
2937,35,0,15
2938,26,1,15
2939,35,1,17
2940,34,1,19
2941,31,1,21
2942,25,0,13
2943,27,1,14
2944,19,0,13
2945,16,1,15
2946,12,0,5
2947,14,1,12
2948,3,0,3
2949,32,1,18
2950,6,0,2
2951,27,0,12
2952,7,0,4
2953,6,0,3
2954,20,1,15
2955,30,1,19
2956,17,0,11
2957,22,0,9
2958,27,0,9
2959,30,0,15
2960,1,0,2
2961,30,1,15
2962,14,0,7
2963,5,0,4
2964,14,0,7
2965,12,0,5
2966,34,1,16
2967,30,0,14
2968,6,0,6
2969,26,1,15
2970,25,0,11
2971,32,1,17
2972,31,1,17
2973,3,0,1
2974,12,0,8
2975,22,0,10
2976,35,0,16
2977,4,0,4
2978,13,0,5
2979,4,0,4
2980,35,1,17
2981,15,0,11
2982,30,1,13
2983,27,1,17
2984,12,1,9
2985,5,1,14
2986,34,1,19
2987,32,1,21
2988,13,0,9
2989,5,0,4
2990,22,1,15
2991,23,1,15
2992,16,0,7
2993,2,0,0
2994,13,0,3
2995,28,1,15
2996,23,0,10
2997,36,0,13
2998,26,0,9
2999,21,0,7
3000,7,0,6
3001,17,0,10
3002,12,0,4
3003,25,0,10
3004,30,1,19
3005,36,0,14
3006,5,0,2
3007,23,1,18
3008,19,1,14
3009,30,1,18
3010,8,0,6
3011,34,0,11
3012,23,1,20
3013,33,0,14
3014,12,0,4
3015,7,0,8
3016,32,0,17
3017,18,0,9
3018,29,1,17
3019,1,0,2
3020,34,0,17
3021,32,1,14
3022,1,0,5
3023,13,1,10
3024,20,0,7
3025,32,1,18
3026,23,0,9
3027,23,0,10
3028,14,1,14
3029,6,0,2
3030,19,0,6
3031,5,0,3
3032,7,0,7
3033,4,1,9
3034,26,0,13
3035,17,0,7
3036,34,1,16
3037,1,0,3
3038,10,0,3
3039,32,1,18
3040,25,1,13
3041,35,1,18
3042,5,0,0
3043,6,0,4
3044,23,0,13
3045,11,0,8
3046,21,0,8
3047,31,1,20
3048,35,0,11
3049,31,0,10
3050,18,0,11
3051,10,0,5
3052,6,0,10
3053,12,0,10
3054,33,1,19
3055,8,0,3
3056,31,1,18
3057,2,0,3
3058,9,0,7
3059,26,1,15
3060,3,0,8
3061,33,1,20
3062,30,1,16
3063,23,0,8
3064,1,1,8
3065,7,0,4
3066,24,0,14
3067,6,0,4
3068,34,1,16
3069,30,0,11
3070,22,0,7
3071,10,1,10
3072,36,1,19
3073,36,1,20
3074,8,0,6
3075,21,1,16
3076,33,1,17
3077,24,0,14
3078,35,1,19
3079,19,1,14
3080,21,1,15
3081,11,0,6
3082,11,1,11
3083,33,0,11
3084,2,0,4
3085,31,0,13
3086,22,0,12
3087,14,0,9
3088,10,0,5
3089,31,1,14
3090,31,1,20
3091,31,0,13
3092,36,1,20
3093,36,1,21
3094,27,1,18
3095,3,0,5
3096,9,0,4
3097,7,1,12
3098,9,0,5
3099,5,0,5
3100,26,1,14
3101,28,1,19
3102,10,0,4
3103,5,0,5
3104,28,0,14
3105,16,0,8
3106,36,1,21
3107,23,0,6
3108,4,0,6
3109,12,0,8
3110,23,0,8
3111,24,0,10
3112,27,1,17
3113,12,0,7
3114,19,0,5
3115,21,0,4
3116,29,0,8
3117,8,0,7
3118,27,0,15
3119,33,0,13
3120,32,1,15
3121,8,0,6
3122,2,0,4
3123,17,1,16
3124,1,0,2
3125,3,0,5
3126,12,0,3
3127,28,1,16
3128,1,0,1
3129,18,0,10
3130,11,1,11
3131,11,0,9
3132,14,0,5
3133,11,0,4
3134,31,0,13
3135,27,0,12
3136,21,0,13
3137,20,0,9
3138,17,0,9
3139,16,0,5
3140,16,0,4
3141,4,0,7
3142,30,1,16
3143,30,1,23
3144,26,1,16
3145,24,1,15
3146,18,0,3
3147,3,0,3
3148,36,0,16
3149,12,0,6
3150,4,0,3
3151,2,0,4
3152,18,1,12
3153,13,0,11
3154,16,0,8
3155,23,1,16
3156,32,1,17
3157,6,0,1
3158,2,0,3
3159,36,1,13
3160,1,0,5
3161,12,0,2
3162,16,0,11
3163,14,0,7
3164,34,1,19
3165,26,0,10
3166,15,1,13
3167,26,0,8
3168,17,1,13
3169,6,0,7
3170,5,0,5
3171,34,1,18
3172,33,0,16
3173,5,0,7
3174,7,0,4
3175,17,0,7
3176,1,0,5
3177,22,1,15
3178,15,0,9
3179,9,1,8
3180,4,0,3
3181,23,0,10
3182,6,0,7
3183,10,0,9
3184,28,1,19
3185,11,0,8
3186,8,0,4
3187,25,0,7
3188,33,1,18
3189,23,0,7
3190,30,1,18
3191,2,0,5
3192,30,1,18
3193,4,0,5
3194,15,0,5
3195,29,1,13
3196,26,0,10
3197,29,1,15
3198,11,0,10
3199,7,0,5
3200,34,1,20
3201,26,1,18
3202,21,1,17
3203,5,0,7
3204,21,1,15
3205,14,0,9
3206,30,1,22
3207,29,0,10
3208,26,1,16
3209,34,1,18
3210,24,1,16
3211,10,0,8
3212,12,0,6
3213,4,0,5
3214,19,0,7
