user_id,variant,assignment_date,sessions_14d,retained_30d
3364,control,2026-03-08,12,0
3365,control,2026-03-13,8,0
3366,treatment,2026-03-15,13,0
3367,control,2026-03-07,10,0
3368,treatment,2026-03-08,14,1
3369,control,2026-03-12,5,0
3370,control,2026-03-11,9,0
3371,control,2026-03-03,9,1
3372,treatment,2026-03-09,6,0
3373,control,2026-03-11,8,0
3374,treatment,2026-03-12,5,0
3375,treatment,2026-03-10,13,0
3376,control,2026-03-10,3,0
3377,treatment,2026-03-15,10,0
3378,control,2026-03-13,12,0
3379,control,2026-03-14,10,0
3380,control,2026-03-04,9,0
3381,control,2026-03-04,8,0
3382,control,2026-03-09,5,0
3383,treatment,2026-03-09,14,0
3384,treatment,2026-03-06,9,1
3385,control,2026-03-05,5,0
3386,control,2026-03-06,8,0
3387,treatment,2026-03-06,8,1
3388,treatment,2026-03-02,9,0
3389,treatment,2026-03-13,7,0
3390,control,2026-03-03,9,0
3391,control,2026-03-07,4,1
3392,control,2026-03-09,6,1
3393,control,2026-03-03,8,1
3394,control,2026-03-07,8,0
3395,control,2026-03-02,8,0
3396,control,2026-03-11,7,0
3397,treatment,2026-03-08,12,0
3398,treatment,2026-03-09,9,1
3399,treatment,2026-03-14,7,0
3400,treatment,2026-03-14,9,1
3401,treatment,2026-03-03,8,1
3402,control,2026-03-10,3,0
3403,control,2026-03-03,8,1
3404,control,2026-03-02,7,0
3405,control,2026-03-06,13,1
3406,control,2026-03-08,7,0
3407,treatment,2026-03-02,7,0
3408,control,2026-03-03,12,1
3409,control,2026-03-06,8,0
3410,treatment,2026-03-08,6,0
3411,control,2026-03-15,12,0
3412,treatment,2026-03-14,7,1
3413,treatment,2026-03-11,4,0
3414,control,2026-03-15,12,1
3415,control,2026-03-10,8,0
3416,treatment,2026-03-13,12,0
3417,control,2026-03-15,7,1
3418,treatment,2026-03-08,11,0
3419,treatment,2026-03-12,12,1
3420,control,2026-03-13,9,0
3421,control,2026-03-11,5,0
3422,control,2026-03-10,4,0
3423,treatment,2026-03-03,9,1
3424,control,2026-03-04,9,1
3425,control,2026-03-14,14,1
3426,control,2026-03-10,8,0
3427,control,2026-03-05,7,0
3428,treatment,2026-03-07,5,1
3429,control,2026-03-03,12,1
3430,treatment,2026-03-02,8,0
3431,treatment,2026-03-07,7,0
3432,control,2026-03-14,7,0
3433,control,2026-03-14,10,1
3434,control,2026-03-14,10,0
3435,treatment,2026-03-11,7,1
3436,treatment,2026-03-13,8,0
3437,treatment,2026-03-13,8,0
3438,treatment,2026-03-07,9,0
3439,control,2026-03-05,9,0
3440,control,2026-03-10,14,1
3441,treatment,2026-03-03,6,1
3442,control,2026-03-13,6,0
3443,control,2026-03-05,7,1
3444,treatment,2026-03-10,8,0
3445,control,2026-03-15,10,1
3446,treatment,2026-03-09,9,0
3447,treatment,2026-03-04,10,0
3448,control,2026-03-06,7,1
3449,treatment,2026-03-12,11,0
3450,treatment,2026-03-04,7,1
3451,control,2026-03-13,6,1
3452,treatment,2026-03-08,9,1
3453,treatment,2026-03-06,9,1
3454,control,2026-03-07,4,1
3455,control,2026-03-14,10,0
3456,treatment,2026-03-08,7,1
3457,control,2026-03-14,11,0
3458,treatment,2026-03-10,10,0
3459,control,2026-03-11,9,0
3460,control,2026-03-09,9,1
3461,treatment,2026-03-05,12,0
3462,control,2026-03-15,8,0
3463,treatment,2026-03-15,12,1
3464,treatment,2026-03-05,9,0
3465,control,2026-03-04,10,0
3466,control,2026-03-08,12,1
3467,treatment,2026-03-03,7,0
3468,treatment,2026-03-09,6,1
3469,treatment,2026-03-15,7,0
3470,treatment,2026-03-13,10,1
3471,control,2026-03-15,10,1
3472,treatment,2026-03-11,9,0
3473,treatment,2026-03-09,12,0
3474,treatment,2026-03-11,11,0
3475,treatment,2026-03-03,5,0
3476,control,2026-03-10,7,1
3477,control,2026-03-02,5,1
3478,treatment,2026-03-15,9,0
3479,control,2026-03-10,12,0
3480,treatment,2026-03-07,8,0
3481,control,2026-03-07,8,0
3482,treatment,2026-03-14,13,1
3483,treatment,2026-03-13,11,1
3484,control,2026-03-11,6,0
3485,treatment,2026-03-09,12,1
3486,control,2026-03-12,9,1
3487,treatment,2026-03-06,7,1
3488,control,2026-03-10,1,1
3489,treatment,2026-03-14,5,0
3490,treatment,2026-03-14,9,0
3491,treatment,2026-03-02,5,0
3492,treatment,2026-03-02,10,0
3493,control,2026-03-03,8,0
3494,treatment,2026-03-03,7,0
3495,treatment,2026-03-05,9,1
3496,control,2026-03-10,8,0
3497,control,2026-03-03,8,1
3498,treatment,2026-03-03,15,1
3499,treatment,2026-03-13,10,0
3500,treatment,2026-03-03,12,1
3501,control,2026-03-11,13,0
3502,treatment,2026-03-07,11,1
3503,treatment,2026-03-13,12,1
3504,control,2026-03-09,10,0
3505,control,2026-03-10,6,0
3506,control,2026-03-12,8,0
3507,control,2026-03-05,9,0
3508,control,2026-03-03,4,1
3509,control,2026-03-11,16,1
3510,control,2026-03-04,6,0
3511,control,2026-03-02,9,0
3512,treatment,2026-03-06,6,1
3513,treatment,2026-03-10,7,0
3514,treatment,2026-03-04,9,0
3515,control,2026-03-12,7,0
3516,treatment,2026-03-05,12,0
3517,control,2026-03-14,7,0
3518,control,2026-03-10,9,0
3519,control,2026-03-13,9,0
3520,treatment,2026-03-09,9,1
3521,control,2026-03-07,3,0
3522,treatment,2026-03-14,15,0
3523,treatment,2026-03-09,8,0
3524,control,2026-03-07,10,1
3525,control,2026-03-03,7,0
3526,treatment,2026-03-14,10,0
3527,treatment,2026-03-08,10,1
3528,treatment,2026-03-03,10,0
3529,treatment,2026-03-04,8,0
3530,control,2026-03-12,6,0
3531,treatment,2026-03-14,8,1
3532,treatment,2026-03-15,9,0
3533,treatment,2026-03-10,9,0
3534,treatment,2026-03-06,6,0
3535,control,2026-03-03,10,1
3536,treatment,2026-03-13,9,1
3537,control,2026-03-13,4,0
3538,treatment,2026-03-07,6,1
3539,treatment,2026-03-10,9,1
3540,control,2026-03-07,10,0
3541,treatment,2026-03-14,9,0
3542,control,2026-03-09,9,1
3543,treatment,2026-03-07,7,1
3544,control,2026-03-04,7,1
3545,control,2026-03-06,7,1
3546,control,2026-03-06,5,1
3547,control,2026-03-10,7,0
3548,control,2026-03-11,9,1
3549,control,2026-03-07,6,0
3550,treatment,2026-03-14,9,0
3551,treatment,2026-03-02,11,0
3552,control,2026-03-04,6,1
3553,treatment,2026-03-05,10,1
3554,control,2026-03-05,12,1
3555,control,2026-03-05,4,0
3556,treatment,2026-03-06,7,1
3557,control,2026-03-03,7,1
3558,treatment,2026-03-10,7,0
3559,treatment,2026-03-05,8,0
3560,control,2026-03-04,5,1
3561,control,2026-03-13,9,0
3562,control,2026-03-12,16,1
3563,control,2026-03-04,8,0
3564,control,2026-03-07,9,0
3565,control,2026-03-02,8,1
3566,treatment,2026-03-09,10,0
3567,treatment,2026-03-08,9,0
3568,treatment,2026-03-07,9,0
3569,control,2026-03-06,9,1
3570,treatment,2026-03-05,9,0
3571,control,2026-03-03,9,0
3572,control,2026-03-05,5,1
3573,treatment,2026-03-05,9,0
3574,control,2026-03-08,4,1
3575,control,2026-03-13,12,1
3576,treatment,2026-03-06,5,0
3577,control,2026-03-10,8,1
3578,treatment,2026-03-07,4,0
3579,treatment,2026-03-11,5,0
3580,treatment,2026-03-06,6,1
3581,treatment,2026-03-06,6,0
3582,treatment,2026-03-13,11,0
3583,control,2026-03-15,7,1
3584,treatment,2026-03-02,5,0
3585,control,2026-03-03,13,0
3586,control,2026-03-12,6,1
3587,control,2026-03-02,7,0
3588,control,2026-03-13,12,0
3589,control,2026-03-08,6,0
3590,control,2026-03-12,10,0
3591,control,2026-03-08,9,0
3592,treatment,2026-03-13,7,0
3593,treatment,2026-03-12,14,0
3594,control,2026-03-04,3,1
3595,treatment,2026-03-07,6,1
3596,control,2026-03-04,5,0
3597,control,2026-03-11,4,1
3598,control,2026-03-03,6,0
3599,control,2026-03-08,7,0
3600,control,2026-03-06,4,0
3601,control,2026-03-09,9,0
3602,control,2026-03-02,11,1
3603,control,2026-03-14,13,1
3604,control,2026-03-03,8,1
3605,treatment,2026-03-05,6,1
3606,treatment,2026-03-04,10,1
3607,treatment,2026-03-04,5,0
3608,control,2026-03-06,13,1
3609,control,2026-03-14,8,0
3610,control,2026-03-08,6,1
3611,control,2026-03-13,3,0
3612,treatment,2026-03-02,9,1
3613,treatment,2026-03-04,9,1
3614,treatment,2026-03-09,4,1
3615,control,2026-03-06,9,0
3616,treatment,2026-03-04,5,1
3617,treatment,2026-03-02,3,1
3618,treatment,2026-03-15,6,0
3619,control,2026-03-11,7,1
3620,control,2026-03-09,5,1
3621,treatment,2026-03-07,9,0
3622,treatment,2026-03-06,8,1
3623,treatment,2026-03-14,9,0
3624,treatment,2026-03-04,14,1
3625,treatment,2026-03-13,6,0
3626,control,2026-03-02,7,1
3627,treatment,2026-03-14,5,0
3628,treatment,2026-03-02,5,1
3629,treatment,2026-03-08,13,1
3630,treatment,2026-03-09,8,0
3631,treatment,2026-03-02,6,0
3632,treatment,2026-03-02,10,1
3633,control,2026-03-11,11,0
3634,control,2026-03-10,7,1
3635,control,2026-03-13,8,0
3636,control,2026-03-14,8,0
3637,treatment,2026-03-02,10,1
3638,treatment,2026-03-15,7,0
3639,treatment,2026-03-07,11,0
3640,treatment,2026-03-08,7,1
3641,treatment,2026-03-15,8,1
3642,treatment,2026-03-04,8,0
3643,treatment,2026-03-07,8,0
3644,treatment,2026-03-13,8,1
3645,treatment,2026-03-14,12,0
3646,treatment,2026-03-06,7,0
3647,treatment,2026-03-10,2,0
3648,treatment,2026-03-07,3,1
3649,control,2026-03-10,12,0
3650,treatment,2026-03-04,11,1
3651,control,2026-03-03,4,0
3652,treatment,2026-03-14,16,0
3653,treatment,2026-03-06,8,0
3654,treatment,2026-03-04,8,1
3655,control,2026-03-03,6,0
3656,control,2026-03-06,9,0
3657,treatment,2026-03-03,7,1
3658,control,2026-03-13,9,0
3659,treatment,2026-03-11,2,1
3660,control,2026-03-14,11,0
3661,control,2026-03-06,5,1
3662,control,2026-03-04,7,0
3663,treatment,2026-03-14,7,1
3664,treatment,2026-03-08,8,0
3665,control,2026-03-04,9,0
3666,control,2026-03-13,8,0
3667,control,2026-03-09,15,0
3668,treatment,2026-03-08,13,0
3669,treatment,2026-03-06,5,0
3670,treatment,2026-03-02,8,0
3671,treatment,2026-03-10,7,1
3672,treatment,2026-03-05,6,0
3673,treatment,2026-03-12,6,1
3674,treatment,2026-03-08,6,0
3675,control,2026-03-12,10,0
3676,treatment,2026-03-09,5,0
3677,treatment,2026-03-11,9,0
3678,control,2026-03-14,9,1
3679,control,2026-03-15,9,0
3680,control,2026-03-12,2,1
3681,control,2026-03-02,8,0
3682,treatment,2026-03-10,10,1
3683,treatment,2026-03-02,4,0
3684,treatment,2026-03-14,11,0
3685,control,2026-03-11,6,0
3686,treatment,2026-03-15,7,1
3687,treatment,2026-03-09,8,0
3688,treatment,2026-03-09,8,1
3689,treatment,2026-03-12,13,1
3690,control,2026-03-10,8,1
3691,control,2026-03-15,7,0
3692,treatment,2026-03-11,14,0
3693,control,2026-03-10,8,0
3694,control,2026-03-11,11,1
3695,treatment,2026-03-04,8,0
3696,control,2026-03-05,11,0
3697,control,2026-03-14,11,0
3698,treatment,2026-03-13,9,0
3699,treatment,2026-03-15,7,0
3700,control,2026-03-10,11,0
3701,treatment,2026-03-15,11,1
3702,control,2026-03-06,5,0
3703,control,2026-03-03,7,0
3704,control,2026-03-12,10,1
3705,control,2026-03-14,6,0
3706,treatment,2026-03-14,11,0
3707,treatment,2026-03-05,6,0
3708,control,2026-03-09,8,0
3709,treatment,2026-03-07,12,1
3710,treatment,2026-03-10,10,1
3711,treatment,2026-03-15,9,0
3712,control,2026-03-11,7,1
3713,control,2026-03-08,8,1
3714,control,2026-03-12,10,0
3715,control,2026-03-03,13,1
3716,treatment,2026-03-14,8,0
3717,control,2026-03-10,6,0
3718,treatment,2026-03-03,5,0
3719,treatment,2026-03-11,12,0
3720,treatment,2026-03-02,5,0
3721,control,2026-03-04,12,0
3722,control,2026-03-06,17,1
3723,treatment,2026-03-12,11,0
3724,control,2026-03-07,8,1
3725,treatment,2026-03-05,8,1
3726,treatment,2026-03-11,9,0
3727,control,2026-03-11,5,1
3728,control,2026-03-13,9,0
3729,treatment,2026-03-11,9,1
3730,control,2026-03-12,5,0
3731,treatment,2026-03-03,10,0
3732,control,2026-03-05,6,1
3733,treatment,2026-03-05,14,0
3734,treatment,2026-03-15,11,0
3735,control,2026-03-14,11,0
3736,control,2026-03-05,8,0
3737,treatment,2026-03-14,14,1
3738,control,2026-03-15,5,1
3739,control,2026-03-12,5,0
3740,control,2026-03-05,9,0
3741,treatment,2026-03-13,6,1
3742,control,2026-03-02,5,0
3743,control,2026-03-14,4,1
3744,treatment,2026-03-15,8,1
3745,control,2026-03-05,5,0
3746,treatment,2026-03-02,7,0
3747,treatment,2026-03-05,8,1
3748,control,2026-03-07,7,0
3749,control,2026-03-06,15,0
3750,control,2026-03-15,7,0
3751,treatment,2026-03-08,6,0
3752,treatment,2026-03-08,11,1
3753,treatment,2026-03-06,14,0
3754,treatment,2026-03-05,3,0
3755,control,2026-03-06,8,0
3756,control,2026-03-07,7,0
3757,treatment,2026-03-09,6,0
3758,control,2026-03-10,7,1
3759,treatment,2026-03-13,11,0
3760,control,2026-03-08,10,1
3761,treatment,2026-03-14,14,0
3762,control,2026-03-11,10,0
3763,control,2026-03-11,8,0
3764,treatment,2026-03-11,6,0
3765,control,2026-03-04,3,0
3766,control,2026-03-03,6,0
3767,control,2026-03-11,9,1
3768,control,2026-03-03,2,1
3769,treatment,2026-03-03,6,0
3770,control,2026-03-10,4,1
3771,control,2026-03-13,6,0
3772,treatment,2026-03-07,7,1
3773,control,2026-03-14,10,0
3774,treatment,2026-03-12,9,1
3775,treatment,2026-03-13,10,0
3776,treatment,2026-03-12,9,0
3777,control,2026-03-03,9,0
3778,control,2026-03-02,5,0
3779,treatment,2026-03-05,12,1
3780,control,2026-03-04,6,1
3781,control,2026-03-14,6,1
3782,treatment,2026-03-02,16,1
3783,treatment,2026-03-06,5,0
3784,control,2026-03-11,5,0
3785,treatment,2026-03-15,13,1
3786,treatment,2026-03-06,6,0
3787,treatment,2026-03-09,7,1
3788,control,2026-03-08,7,0
3789,control,2026-03-05,9,0
3790,control,2026-03-11,5,0
3791,treatment,2026-03-02,5,1
3792,treatment,2026-03-14,8,0
3793,treatment,2026-03-02,13,0
3794,control,2026-03-14,9,0
3795,treatment,2026-03-07,5,0
3796,control,2026-03-10,7,0
3797,control,2026-03-10,11,0
3798,treatment,2026-03-11,10,0
3799,treatment,2026-03-14,12,0
3800,control,2026-03-08,12,1
3801,treatment,2026-03-11,11,1
3802,treatment,2026-03-08,14,1
3803,treatment,2026-03-13,17,0
3804,treatment,2026-03-05,11,0
3805,treatment,2026-03-09,10,0
3806,treatment,2026-03-06,7,1
3807,control,2026-03-15,13,1
3808,treatment,2026-03-07,11,0
3809,control,2026-03-04,10,0
3810,treatment,2026-03-13,9,0
3811,treatment,2026-03-07,10,1
3812,treatment,2026-03-11,10,0
3813,control,2026-03-11,7,0
3814,treatment,2026-03-15,2,0
3815,treatment,2026-03-08,3,0
3816,treatment,2026-03-02,9,1
3817,control,2026-03-07,5,0
3818,control,2026-03-06,10,0
3819,treatment,2026-03-05,12,0
3820,control,2026-03-03,15,0
3821,treatment,2026-03-05,8,1
3822,treatment,2026-03-13,11,0
3823,control,2026-03-07,8,0
3824,control,2026-03-03,11,1
3825,control,2026-03-06,7,1
3826,treatment,2026-03-02,7,0
3827,control,2026-03-10,4,0
3828,control,2026-03-07,11,1
3829,treatment,2026-03-05,8,0
3830,control,2026-03-09,11,0
3831,control,2026-03-02,13,0
3832,treatment,2026-03-14,12,0
3833,treatment,2026-03-03,11,0
3834,control,2026-03-02,13,0
3835,treatment,2026-03-12,15,1
3836,control,2026-03-11,8,1
3837,control,2026-03-10,12,1
3838,treatment,2026-03-10,8,0
3839,control,2026-03-02,7,1
3840,treatment,2026-03-03,6,0
3841,control,2026-03-10,7,0
3842,control,2026-03-06,9,0
3843,control,2026-03-05,13,0
3844,treatment,2026-03-10,8,0
3845,treatment,2026-03-10,7,1
3846,treatment,2026-03-15,6,0
3847,treatment,2026-03-13,10,0
3848,control,2026-03-14,9,1
3849,control,2026-03-15,7,1
3850,control,2026-03-10,11,1
3851,control,2026-03-11,8,1
3852,control,2026-03-05,6,0
3853,treatment,2026-03-09,9,1
3854,control,2026-03-08,3,1
3855,treatment,2026-03-03,7,0
3856,treatment,2026-03-05,8,0
3857,control,2026-03-06,9,0
3858,treatment,2026-03-08,11,0
3859,control,2026-03-06,5,1
3860,treatment,2026-03-10,5,0
3861,treatment,2026-03-08,5,1
3862,control,2026-03-06,8,0
3863,control,2026-03-09,5,1
3864,control,2026-03-03,6,1
3865,treatment,2026-03-13,11,1
3866,control,2026-03-04,10,1
3867,treatment,2026-03-07,3,1
3868,control,2026-03-07,5,1
3869,treatment,2026-03-12,11,0
3870,control,2026-03-13,6,1
3871,control,2026-03-07,7,1
3872,treatment,2026-03-04,7,1
3873,control,2026-03-07,9,0
3874,control,2026-03-14,10,1
3875,control,2026-03-07,6,0
3876,treatment,2026-03-07,13,0
3877,control,2026-03-07,7,1
3878,control,2026-03-04,6,1
3879,control,2026-03-11,7,0
3880,treatment,2026-03-02,6,1
3881,control,2026-03-14,5,0
3882,control,2026-03-02,10,0
3883,control,2026-03-11,6,0
3884,control,2026-03-07,3,0
3885,control,2026-03-13,9,0
3886,control,2026-03-11,7,0
3887,control,2026-03-11,7,0
3888,control,2026-03-05,2,1
3889,control,2026-03-08,1,1
3890,treatment,2026-03-06,7,0
3891,treatment,2026-03-08,10,1
3892,treatment,2026-03-11,8,1
3893,treatment,2026-03-05,8,0
3894,control,2026-03-09,9,1
3895,treatment,2026-03-03,7,0
3896,treatment,2026-03-08,8,0
3897,treatment,2026-03-05,9,0
3898,control,2026-03-06,2,1
3899,control,2026-03-05,11,1
3900,control,2026-03-11,5,1
3901,treatment,2026-03-09,4,0
3902,treatment,2026-03-09,10,0
3903,treatment,2026-03-05,9,1
3904,treatment,2026-03-12,11,0
3905,treatment,2026-03-11,8,1
3906,treatment,2026-03-10,9,1
3907,control,2026-03-08,12,1
3908,control,2026-03-06,8,0
3909,treatment,2026-03-06,9,0
3910,control,2026-03-12,10,0
3911,control,2026-03-12,9,1
3912,treatment,2026-03-05,11,0
3913,treatment,2026-03-15,13,1
3914,treatment,2026-03-06,11,0
3915,control,2026-03-11,4,1
3916,treatment,2026-03-11,5,1
3917,control,2026-03-02,7,1
3918,treatment,2026-03-11,5,0
3919,control,2026-03-03,6,0
3920,treatment,2026-03-03,8,0
3921,control,2026-03-13,7,0
3922,treatment,2026-03-15,8,1
3923,control,2026-03-11,4,0
3924,control,2026-03-12,13,0
3925,treatment,2026-03-11,9,0
3926,control,2026-03-11,11,0
3927,treatment,2026-03-04,13,0
3928,treatment,2026-03-09,5,1
3929,control,2026-03-06,5,1
3930,control,2026-03-15,7,0
3931,control,2026-03-12,11,0
3932,treatment,2026-03-05,13,0
3933,treatment,2026-03-03,9,0
3934,control,2026-03-09,9,1
3935,control,2026-03-10,6,1
3936,control,2026-03-08,5,1
3937,treatment,2026-03-04,8,0
3938,control,2026-03-03,7,0
3939,treatment,2026-03-07,4,0
3940,control,2026-03-05,8,1
3941,control,2026-03-08,11,0
3942,control,2026-03-05,4,1
3943,control,2026-03-11,11,0
3944,control,2026-03-09,5,1
3945,treatment,2026-03-07,13,1
3946,treatment,2026-03-07,9,1
3947,treatment,2026-03-14,9,1
3948,treatment,2026-03-06,3,0
3949,control,2026-03-10,7,1
3950,treatment,2026-03-12,4,0
3951,control,2026-03-15,9,0
3952,control,2026-03-05,5,1
3953,treatment,2026-03-05,9,0
3954,control,2026-03-08,12,1
3955,treatment,2026-03-09,10,0
3956,treatment,2026-03-14,14,1
3957,control,2026-03-07,6,1
3958,treatment,2026-03-13,8,0
3959,treatment,2026-03-06,7,0
3960,treatment,2026-03-15,7,0
3961,treatment,2026-03-08,9,0
3962,treatment,2026-03-11,11,1
3963,treatment,2026-03-07,15,0
3964,control,2026-03-15,8,0
3965,control,2026-03-06,3,1
3966,treatment,2026-03-12,9,0
3967,control,2026-03-03,9,1
3968,control,2026-03-15,12,1
3969,control,2026-03-14,12,0
3970,treatment,2026-03-09,11,0
3971,treatment,2026-03-10,10,0
3972,treatment,2026-03-02,5,0
3973,treatment,2026-03-04,11,0
3974,treatment,2026-03-06,11,1
3975,treatment,2026-03-13,8,0
3976,treatment,2026-03-08,8,0
3977,treatment,2026-03-07,9,0
3978,control,2026-03-14,11,1
3979,control,2026-03-15,5,0
3980,control,2026-03-14,7,0
3981,control,2026-03-15,4,1
3982,control,2026-03-05,11,1
3983,treatment,2026-03-10,9,1
3984,control,2026-03-09,5,0
3985,treatment,2026-03-09,8,0
3986,treatment,2026-03-07,8,0
3987,control,2026-03-05,12,0
3988,control,2026-03-15,9,1
3989,treatment,2026-03-10,8,0
3990,control,2026-03-06,2,1
3991,control,2026-03-02,4,1
3992,control,2026-03-15,5,1
3993,treatment,2026-03-08,5,1
3994,control,2026-03-08,8,0
3995,control,2026-03-10,12,0
3996,control,2026-03-11,9,0
3997,control,2026-03-10,13,0
3998,control,2026-03-10,4,0
3999,control,2026-03-03,8,0
4000,control,2026-03-09,8,1
4001,control,2026-03-08,9,1
4002,control,2026-03-14,10,0
4003,treatment,2026-03-15,8,0
4004,control,2026-03-10,7,0
4005,treatment,2026-03-10,11,0
4006,treatment,2026-03-09,11,0
4007,treatment,2026-03-10,6,0
4008,control,2026-03-02,9,0
4009,treatment,2026-03-02,13,1
4010,treatment,2026-03-03,7,1
4011,control,2026-03-05,8,0
4012,control,2026-03-15,12,0
4013,control,2026-03-04,7,0
4014,control,2026-03-03,8,0
4015,treatment,2026-03-05,7,0
4016,control,2026-03-05,6,0
4017,treatment,2026-03-06,4,1
4018,control,2026-03-11,9,0
4019,control,2026-03-15,11,1
4020,treatment,2026-03-03,10,1
4021,control,2026-03-10,13,1
4022,treatment,2026-03-09,3,0
4023,control,2026-03-05,8,0
4024,treatment,2026-03-03,7,0
4025,treatment,2026-03-14,15,0
4026,control,2026-03-03,12,0
4027,treatment,2026-03-04,12,0
4028,treatment,2026-03-13,10,1
4029,control,2026-03-09,5,1
4030,treatment,2026-03-14,7,1
4031,control,2026-03-09,8,0
4032,treatment,2026-03-12,8,0
4033,treatment,2026-03-15,8,0
4034,treatment,2026-03-05,11,0
4035,treatment,2026-03-13,11,1
4036,control,2026-03-12,9,1
4037,treatment,2026-03-03,10,0
4038,control,2026-03-11,9,0
4039,treatment,2026-03-14,3,1
4040,control,2026-03-07,10,1
4041,control,2026-03-02,13,1
4042,control,2026-03-12,6,0
4043,control,2026-03-04,10,1
4044,control,2026-03-08,5,1
4045,treatment,2026-03-12,11,1
4046,treatment,2026-03-03,11,0
4047,control,2026-03-12,8,0
4048,treatment,2026-03-04,8,0
4049,treatment,2026-03-08,12,0
4050,control,2026-03-02,6,0
4051,treatment,2026-03-03,6,0
4052,control,2026-03-09,1,1
4053,treatment,2026-03-13,16,0
4054,treatment,2026-03-15,10,0
4055,treatment,2026-03-11,5,0
4056,treatment,2026-03-08,13,0
4057,treatment,2026-03-02,7,0
4058,control,2026-03-15,7,1
4059,treatment,2026-03-14,9,0
4060,treatment,2026-03-07,5,1
4061,treatment,2026-03-04,5,0
4062,control,2026-03-14,10,0
4063,treatment,2026-03-04,10,0
4064,control,2026-03-09,6,0
4065,control,2026-03-05,7,1
4066,treatment,2026-03-06,8,1
4067,control,2026-03-03,10,0
4068,treatment,2026-03-13,13,0
4069,treatment,2026-03-08,5,1
4070,treatment,2026-03-07,6,0
4071,treatment,2026-03-03,5,0
4072,control,2026-03-06,5,0
4073,treatment,2026-03-06,8,1
4074,treatment,2026-03-03,10,0
4075,treatment,2026-03-02,8,1
4076,treatment,2026-03-02,8,1
4077,treatment,2026-03-10,10,1
4078,control,2026-03-03,12,1
4079,control,2026-03-06,6,0
4080,treatment,2026-03-11,14,0
4081,control,2026-03-03,9,0
4082,control,2026-03-02,13,0
4083,treatment,2026-03-04,9,0
4084,treatment,2026-03-12,14,0
4085,treatment,2026-03-03,10,1
4086,control,2026-03-13,6,1
4087,treatment,2026-03-14,5,1
4088,control,2026-03-02,4,0
4089,treatment,2026-03-15,14,1
4090,treatment,2026-03-09,14,0
4091,control,2026-03-04,6,0
4092,treatment,2026-03-12,8,0
4093,treatment,2026-03-14,9,0
4094,treatment,2026-03-13,6,0
4095,control,2026-03-05,2,0
4096,control,2026-03-09,8,0
4097,treatment,2026-03-08,14,1
4098,treatment,2026-03-04,8,0
4099,control,2026-03-11,9,1
4100,treatment,2026-03-09,12,0
4101,treatment,2026-03-14,11,0
4102,control,2026-03-10,8,1
4103,treatment,2026-03-03,7,1
4104,treatment,2026-03-14,11,0
4105,control,2026-03-03,8,1
4106,control,2026-03-13,7,0
4107,control,2026-03-14,4,1
4108,treatment,2026-03-02,19,0
4109,control,2026-03-06,7,1
4110,control,2026-03-06,8,0
4111,treatment,2026-03-12,12,0
4112,control,2026-03-07,5,1
4113,treatment,2026-03-09,7,0
4114,control,2026-03-12,8,0
4115,treatment,2026-03-15,7,0
4116,control,2026-03-09,7,0
4117,treatment,2026-03-15,9,1
4118,control,2026-03-12,7,1
4119,treatment,2026-03-03,11,1
4120,control,2026-03-13,11,0
4121,control,2026-03-06,6,0
4122,control,2026-03-11,8,0
4123,control,2026-03-06,8,0
4124,control,2026-03-05,4,0
4125,treatment,2026-03-02,15,1
4126,treatment,2026-03-13,3,1
4127,control,2026-03-12,6,0
4128,control,2026-03-06,7,0
4129,control,2026-03-05,5,1
4130,treatment,2026-03-03,7,0
4131,treatment,2026-03-14,9,0
4132,control,2026-03-07,4,0
4133,treatment,2026-03-07,9,1
4134,control,2026-03-08,6,0
4135,control,2026-03-03,14,1
4136,control,2026-03-12,4,0
4137,control,2026-03-02,7,0
4138,treatment,2026-03-12,13,0
4139,treatment,2026-03-03,14,1
4140,control,2026-03-14,10,1
4141,control,2026-03-08,9,0
4142,treatment,2026-03-11,5,0
4143,treatment,2026-03-10,10,1
4144,treatment,2026-03-08,9,1
4145,treatment,2026-03-08,7,0
4146,control,2026-03-13,4,0
4147,treatment,2026-03-13,10,0
4148,control,2026-03-09,9,1
4149,control,2026-03-11,11,0
4150,treatment,2026-03-02,11,0
4151,treatment,2026-03-08,5,0
4152,control,2026-03-11,12,0
4153,treatment,2026-03-12,10,1
4154,control,2026-03-08,6,1
4155,control,2026-03-11,9,1
4156,treatment,2026-03-14,10,0
4157,control,2026-03-08,9,0
4158,treatment,2026-03-10,10,1
4159,control,2026-03-14,7,0
4160,treatment,2026-03-03,14,1
4161,control,2026-03-13,8,0
4162,control,2026-03-02,6,0
4163,treatment,2026-03-06,15,0
4164,control,2026-03-05,11,0
4165,control,2026-03-06,11,0
4166,treatment,2026-03-08,12,0
4167,control,2026-03-15,9,0
4168,treatment,2026-03-14,7,1
4169,treatment,2026-03-08,8,1
4170,control,2026-03-12,5,0
4171,treatment,2026-03-02,4,1
4172,control,2026-03-09,7,0
4173,control,2026-03-13,9,1
4174,treatment,2026-03-02,7,0
4175,treatment,2026-03-09,11,0
4176,treatment,2026-03-04,6,0
4177,treatment,2026-03-05,12,0
4178,control,2026-03-11,4,0
4179,control,2026-03-06,6,1
4180,control,2026-03-15,8,0
4181,control,2026-03-08,3,0
4182,control,2026-03-06,3,1
4183,treatment,2026-03-05,3,0
4184,control,2026-03-06,10,1
4185,control,2026-03-09,6,1
